날짜,구분,소화조_투입량_tpd,반입_총량_tpd,반입_음폐수_tpd,반입_가축분뇨_tpd,반입_음식물_tpd,반입비율_음폐수,반입비율_가축분뇨,반입비율_음식물,유입비율_음폐수,유입비율_가축분뇨,유입비율_음식물,투입톤_음폐수_t,투입톤_가축분뇨_t,투입톤_음식물_t,잔존재고_음폐수_t,잔존재고_가축분뇨_t,잔존재고_음식물_t,잔존재고_합계_t,재고_평균체류일,발생가중재고_음폐수_t,발생가중재고_가축분뇨_t,발생가중재고_음식물_t,예측CH4_음폐수_m3d,예측CH4_가축분뇨_m3d,예측CH4_음식물_m3d,예측CH4_합계_m3d,실측CH4_m3d,잔차_m3d,잔차율_pct,소화액_TS_pct,소화액_VS_pct,소화액_pH,소화조_온도_C,VFA_A_mgL,ALK_A_mgL,VFA_ALK_A,NH3N_A_mgL,FAN_A_mgL,OLR_kgVS_m3d
2018-01-01,학습,135.0,203.81,183.62,0.0,20.19,0.9009,0.0,0.0991,0.9009,0.0,0.0991,121.627,0.0,13.373,121.63,0.0,13.37,135.0,0.0,48.651,0.0,4.012,1949.7,0.0,53.8,2003.5,,,,,,,37.95,,,,,,
2018-01-02,학습,187.0,186.01,129.71,41.03,15.27,0.6973,0.2206,0.0821,0.7823,0.1285,0.0892,146.294,24.03,16.676,258.2,24.03,28.98,311.21,0.4,88.522,1.922,7.737,3547.6,100.2,103.7,3751.5,8497.3,4745.8,55.85,2.815,1.33,7.82,37.95,3359.0,16068.0,0.209,2814.0,241.9,1.529
2018-01-03,학습,199.0,216.24,158.23,41.56,16.45,0.7317,0.1922,0.0761,0.7596,0.1571,0.0833,151.167,31.256,16.577,388.72,53.36,43.24,485.32,0.83,115.06,4.133,10.247,4611.1,215.4,137.4,4963.9,8679.8,3715.9,42.81,2.83,1.335,7.86,37.95,3277.0,15778.0,0.2077,,,1.664
2018-01-04,학습,216.0,221.86,125.76,79.04,17.06,0.5668,0.3563,0.0769,0.6854,0.2337,0.0808,148.051,50.488,17.46,505.69,99.59,57.24,662.52,1.23,130.181,7.549,12.222,5217.1,393.4,163.9,5774.4,8414.1,2639.8,31.37,2.94,1.3,7.82,37.55,3359.0,15868.0,0.2117,,,1.598
2018-01-05,학습,204.0,215.39,157.38,39.15,18.86,0.7307,0.1818,0.0876,0.7012,0.2156,0.0832,143.052,43.978,16.97,608.31,135.6,69.64,813.55,1.67,137.507,9.93,13.421,5510.7,517.5,180.0,6208.1,7410.7,1202.6,16.23,,,,,,,,,,
2018-01-06,학습,150.0,211.29,155.49,40.8,15.0,0.7359,0.1931,0.071,0.7126,0.2082,0.0792,106.891,31.231,11.878,666.56,155.99,75.95,898.5,2.23,127.56,10.932,12.711,5112.1,569.7,170.4,5852.2,5418.2,-434.0,-8.01,,,,,,,,,,
2018-01-07,학습,138.0,0.0,,,,,,,0.7199,0.2035,0.0766,99.349,28.078,10.573,712.62,171.6,80.45,964.66,2.76,118.409,11.531,11.836,4745.3,600.9,158.7,5504.9,5561.0,56.0,1.01,,,,,,,,,,
2018-01-08,학습,111.0,242.79,132.54,86.65,23.6,0.5459,0.3569,0.0972,0.6669,0.2502,0.0829,74.027,27.773,9.2,729.66,185.65,83.22,998.53,3.35,102.636,12.015,10.827,4113.2,626.1,145.2,4884.5,3907.5,-977.0,-25.0,2.73,1.19,7.89,38.05,3318.0,16248.0,0.2042,2837.0,278.1,0.87
2018-01-09,학습,211.0,213.87,157.48,41.02,15.37,0.7363,0.1918,0.0719,0.6876,0.2328,0.0796,145.088,49.117,16.795,816.41,219.92,93.36,1129.69,3.53,121.333,14.134,12.418,4862.5,736.5,166.5,5765.6,6659.3,893.8,13.42,2.665,1.225,7.88,38.1,3379.0,16028.0,0.2108,,,1.466
2018-01-10,학습,151.0,208.93,155.3,39.53,14.1,0.7433,0.1892,0.0675,0.704,0.22,0.076,106.303,33.216,11.482,857.44,235.55,97.37,1190.37,3.96,117.35,14.661,11.909,4702.9,764.0,159.7,5626.6,5230.1,-396.4,-7.58,2.75,1.25,7.85,38.2,3298.0,15708.0,0.21,,,1.061
2018-01-11,학습,205.0,170.45,157.94,0.0,12.51,0.9266,0.0,0.0734,0.7688,0.156,0.0753,157.594,31.976,15.43,946.47,248.7,105.02,1300.19,4.18,135.41,15.01,12.746,5426.7,782.2,170.9,6379.7,7031.2,651.4,9.26,2.83,1.365,7.84,38.05,3357.0,16338.0,0.2055,,,1.586
2018-01-12,학습,216.0,189.0,152.95,20.82,15.23,0.8093,0.1102,0.0806,0.7804,0.1427,0.0768,168.577,30.834,16.59,1039.38,259.65,113.21,1412.23,4.39,150.941,15.215,13.664,6049.1,792.9,183.2,7025.2,7656.5,631.3,8.25,,,,,,,,,,
2018-01-13,학습,167.0,185.93,129.92,42.09,13.92,0.6988,0.2264,0.0749,0.757,0.1668,0.0762,126.416,27.851,12.733,1082.69,266.74,116.89,1466.32,4.77,143.656,15.15,13.133,5757.1,789.5,176.1,6722.7,6959.9,237.2,3.41,,,,,,,,,,
2018-01-14,학습,97.0,0.0,,,,,,,0.7403,0.1838,0.0759,71.811,17.831,7.358,1067.93,263.24,114.9,1446.08,5.38,117.32,14.294,11.159,4701.7,744.9,149.6,5596.2,4752.7,-843.4,-17.75,,,,,,,,,,
2018-01-15,학습,114.0,217.96,132.97,61.44,23.55,0.6101,0.2819,0.108,0.7031,0.2118,0.085,80.159,24.147,9.695,1062.7,266.34,115.41,1444.45,5.88,104.418,14.071,10.514,4184.6,733.3,141.0,5058.9,4337.4,-721.4,-16.63,2.72,1.38,7.98,38.15,3297.0,15888.0,0.2075,2568.0,312.6,0.919
2018-01-16,학습,203.0,163.72,105.36,40.94,17.42,0.6435,0.2501,0.1064,0.6862,0.2227,0.0911,139.292,45.21,18.498,1117.03,290.25,124.68,1531.96,5.97,120.114,15.568,12.716,4813.6,811.3,170.5,5795.4,7160.5,1365.1,19.06,2.605,1.16,7.95,38.05,3358.0,15918.0,0.211,,,1.627
2018-01-17,학습,172.0,196.26,156.84,22.23,17.19,0.7991,0.1133,0.0876,0.7183,0.1916,0.0901,123.548,32.951,15.5,1151.26,300.0,130.21,1581.47,6.21,123.496,15.858,13.317,4949.2,826.4,178.6,5954.1,6300.4,346.3,5.5,2.665,1.325,7.96,37.95,3378.0,15728.0,0.2148,,,1.273
2018-01-18,학습,88.0,160.06,105.0,39.35,15.71,0.656,0.2458,0.0982,0.7006,0.207,0.0924,61.653,18.216,8.131,1120.87,294.23,127.93,1543.03,6.8,100.824,14.926,11.516,4040.6,777.8,154.4,4972.8,3564.3,-1408.5,-39.52,2.62,1.185,7.84,38.0,3338.0,15848.0,0.2106,,,0.654
2018-01-19,학습,189.0,151.14,133.18,,17.96,0.8812,,0.1188,0.7028,0.2038,0.0934,132.831,38.519,17.65,1164.08,309.22,135.35,1608.65,6.88,115.313,15.758,13.144,4621.3,821.2,176.2,5618.7,5873.3,254.6,4.34,,,,,,,,,,
2018-01-20,학습,169.0,42.07,26.5,,15.57,0.6299,,0.3701,0.6405,0.2018,0.1577,108.251,34.097,26.652,1179.25,318.59,151.18,1649.03,7.08,114.417,16.111,16.955,4585.3,839.6,227.3,5652.2,5895.0,242.7,4.12,,,,,,,,,,
2018-01-21,학습,120.0,0.0,,,,,,,0.5993,0.2004,0.2003,71.911,24.049,24.04,1156.88,317.17,163.14,1637.18,7.48,99.328,15.607,18.768,3980.6,813.3,251.6,5045.6,4723.2,-322.4,-6.82,,,,,,,,,,
2018-01-22,학습,75.0,214.42,104.25,86.44,23.73,0.4862,0.4031,0.1107,0.5704,0.2521,0.1775,42.78,18.911,13.309,1107.16,310.72,163.4,1581.28,8.08,78.37,14.768,16.785,3140.7,769.6,225.1,4135.4,2611.0,-1524.4,-58.38,2.545,1.24,7.9,38.25,3277.0,15818.0,0.2072,2889.0,298.7,0.562
2018-01-23,학습,186.0,258.5,183.83,58.82,15.85,0.7111,0.2275,0.0613,0.6074,0.2457,0.1469,112.97,45.697,27.333,1131.6,331.57,177.67,1640.85,8.05,93.521,16.198,19.64,3747.9,844.1,263.3,4855.4,5690.7,835.3,14.68,2.625,1.235,7.96,37.95,3215.0,15568.0,0.2065,,,1.369
2018-01-24,학습,152.0,85.96,72.3,,13.66,0.8411,,0.1589,0.6315,0.227,0.1415,95.99,34.499,21.511,1137.12,339.56,184.98,1661.65,8.22,96.073,16.517,19.84,3850.2,860.7,266.0,4976.9,5175.6,198.7,3.84,2.7,1.245,7.86,38.25,3278.0,15958.0,0.2054,,,1.189
2018-01-25,학습,70.0,36.89,26.3,,10.59,0.7129,,0.2871,0.6162,0.2144,0.1694,43.133,15.008,11.86,1089.33,327.42,182.05,1598.79,8.82,76.503,15.229,17.08,3065.9,793.6,229.0,4088.5,3259.5,-829.0,-25.43,2.72,1.185,8.0,38.05,3216.0,15928.0,0.2019,,,0.54
2018-01-26,학습,100.0,26.53,26.53,,,1.0,,,0.6313,0.1924,0.1763,63.126,19.243,17.631,1065.36,320.48,185.12,1570.96,9.19,72.432,14.474,16.931,2902.8,754.2,227.0,3884.0,3185.7,-698.3,-21.92,,,,,,,,,,
2018-01-27,학습,192.0,25.16,25.16,,,1.0,,,0.6406,0.1788,0.1806,123.0,34.328,34.672,1103.18,329.19,204.99,1637.35,9.0,93.871,15.039,21.941,3761.9,783.7,294.2,4839.8,5977.4,1137.6,19.03,,,,,,,,,,
2018-01-28,학습,170.0,0.0,,,,,,,0.6467,0.1699,0.1834,109.943,28.885,31.172,1124.92,331.75,219.77,1676.44,8.99,101.869,15.083,24.307,4082.5,786.0,325.9,5194.4,5714.5,520.1,9.1,,,,,,,,,,
2018-01-29,학습,208.0,169.04,105.31,41.71,22.02,0.623,0.2467,0.1303,0.6414,0.187,0.1715,133.419,38.9,35.681,1168.39,344.13,237.88,1750.4,8.8,116.193,15.922,27.271,4656.5,829.7,365.7,5851.9,6074.0,222.1,3.66,2.53,1.21,7.88,38.0,3114.0,16048.0,0.194,2792.0,262.5,1.448
2018-01-30,학습,231.0,210.93,133.62,64.18,13.13,0.6335,0.3043,0.0622,0.6396,0.2148,0.1456,147.736,49.623,33.64,1222.71,366.23,252.5,1841.44,8.57,130.753,17.493,28.68,5240.0,911.6,384.5,6536.2,6315.7,-220.4,-3.49,2.62,1.135,7.93,38.1,3155.0,15948.0,0.1978,,,1.441
2018-01-31,학습,240.0,133.46,79.2,41.29,12.97,0.5934,0.3094,0.0972,0.6281,0.2383,0.1336,150.741,57.199,32.06,1275.69,394.15,264.37,1934.21,8.38,140.935,19.433,29.166,5648.1,1012.7,391.1,7051.8,6287.4,-764.4,-12.16,2.61,1.18,7.84,37.85,3033.0,15738.0,0.1927,,,1.503
2018-02-01,학습,244.0,259.48,130.26,110.05,19.17,0.502,0.4241,0.0739,0.5956,0.2862,0.1182,145.328,69.83,28.842,1319.02,432.47,272.08,2023.56,8.25,145.049,22.091,28.532,5813.0,1151.2,382.6,7346.7,6284.2,-1062.5,-16.91,2.55,1.095,7.84,38.0,3055.0,15218.0,0.2007,,,1.479
2018-02-02,학습,119.0,136.67,105.69,14.04,16.94,0.7733,0.1027,0.1239,0.6426,0.2377,0.1197,76.47,28.283,14.247,1290.02,426.17,264.57,1980.76,8.7,120.043,21.025,23.721,4810.8,1095.6,318.1,6224.5,6445.2,220.7,3.42,,,,,,,,,,
2018-02-03,학습,78.0,210.12,154.26,41.55,14.31,0.7342,0.1977,0.0681,0.6673,0.2269,0.1058,52.048,17.699,8.253,1238.93,409.8,251.67,1900.39,9.3,94.853,19.272,18.644,3801.3,1004.3,250.0,5055.6,5088.2,32.7,0.64,,,,,,,,,,
2018-02-04,학습,66.0,0.0,,,,,,,0.6856,0.2189,0.0955,45.247,14.45,6.303,1185.11,391.48,237.85,1814.44,9.92,76.597,17.524,14.598,3069.7,913.2,195.7,4178.6,4611.7,433.1,9.39,,,,,,,,,,
2018-02-05,학습,134.0,168.2,107.27,41.54,19.39,0.6378,0.247,0.1153,0.6724,0.2267,0.101,90.096,30.375,13.529,1180.45,390.55,232.36,1803.37,10.11,83.278,17.313,14.009,3337.4,902.2,187.8,4427.5,4065.9,-361.5,-8.89,2.51,1.08,7.96,38.25,3033.0,15108.0,0.2008,2786.0,319.1,0.983
2018-02-06,학습,135.0,238.76,129.16,98.92,10.68,0.541,0.4143,0.0447,0.6358,0.2789,0.0853,85.834,37.648,11.518,1171.9,396.98,225.3,1794.18,10.27,85.693,17.716,13.004,3434.2,923.2,174.4,4531.8,4549.2,17.5,0.38,2.485,1.135,7.84,37.95,3033.0,15248.0,0.1989,,,0.965
2018-02-07,학습,160.0,183.77,132.74,41.88,9.15,0.7223,0.2279,0.0498,0.66,0.2646,0.0754,105.6,42.339,12.061,1183.8,407.57,219.35,1810.73,10.28,95.089,18.434,12.481,3810.7,960.6,167.4,4938.7,5320.9,382.2,7.18,2.525,1.185,7.98,37.95,3115.0,15338.0,0.2031,,,1.158
2018-02-08,학습,161.0,140.83,105.8,20.42,14.61,0.7513,0.145,0.1037,0.6856,0.231,0.0833,110.385,37.197,13.418,1199.54,412.18,215.23,1826.95,10.28,102.797,18.632,12.533,4119.7,970.9,168.0,5258.6,5763.2,504.6,8.75,2.625,1.185,7.83,37.65,3134.0,15348.0,0.2042,,,1.252
2018-02-09,학습,127.0,112.71,53.54,40.95,18.22,0.475,0.3633,0.1617,0.6263,0.2683,0.1054,79.545,34.071,13.384,1183.17,413.3,211.4,1807.87,10.49,95.216,18.55,12.557,3815.8,966.6,168.4,4950.8,4947.2,-3.6,-0.07,,,,,,,,,,
2018-02-10,학습,117.0,168.47,106.71,41.91,19.85,0.6334,0.2488,0.1178,0.6283,0.2628,0.1089,73.515,30.744,12.741,1162.08,411.0,207.24,1780.32,10.74,88.128,18.214,12.381,3531.8,949.1,166.0,4646.9,4240.0,-406.9,-9.6,,,,,,,,,,
2018-02-11,학습,8.0,0.0,,,,,,,0.6298,0.2588,0.1114,5.038,2.071,0.891,1074.21,380.21,191.56,1645.98,11.68,56.366,15.635,8.706,2258.9,814.7,116.7,3190.4,1469.8,-1720.6,-117.07,,,,,,,,,,
2018-02-12,학습,109.0,0.0,,,,,,,0.6308,0.256,0.1132,68.757,27.901,12.342,1057.08,377.71,188.59,1623.37,11.83,62.265,15.511,9.637,2495.3,808.3,129.2,3432.8,3145.2,-287.6,-9.15,2.555,1.145,7.83,38.15,3318.0,15478.0,0.2144,2545.0,221.4,0.808
2018-02-13,학습,190.0,95.92,78.98,,16.94,0.8234,,0.1766,0.6402,0.2372,0.1225,121.643,45.075,23.282,1094.2,392.58,196.79,1683.57,11.38,87.057,16.78,13.553,3488.9,874.4,181.7,4545.0,5698.0,1153.0,20.23,2.585,1.15,7.88,37.95,3094.0,15708.0,0.197,,,1.382
2018-02-14,학습,130.0,101.67,79.67,,22.0,0.7836,,0.2164,0.6362,0.2252,0.1385,82.708,29.282,18.01,1089.42,390.48,199.07,1678.96,11.42,86.773,16.594,14.641,3477.5,864.7,196.3,4538.5,3986.3,-552.2,-13.85,2.6,1.17,8.0,38.1,3073.0,15618.0,0.1968,,,0.988
2018-02-15,학습,125.0,82.88,,41.79,41.09,,0.5042,0.4958,0.5602,0.2474,0.1924,70.027,30.928,24.045,1072.34,390.18,207.2,1669.72,11.49,81.526,16.567,17.192,3267.2,863.3,230.5,4361.1,3997.2,-363.9,-9.1,,,,,,,,,,
2018-02-16,학습,26.0,27.65,27.65,,,1.0,,,0.5375,0.2492,0.2133,13.976,6.479,5.545,1000.58,365.46,196.17,1562.22,12.28,55.87,14.589,13.381,2239.0,760.2,179.4,3178.7,1571.5,-1607.2,-102.27,,,,,,,,,,
2018-02-17,학습,124.0,26.97,26.97,,,1.0,,,0.5246,0.2502,0.2252,65.051,31.024,27.924,985.63,367.27,208.41,1561.31,12.23,60.477,14.873,17.498,2423.6,775.0,234.6,3433.3,2933.4,-499.9,-17.04,,,,,,,,,,
2018-02-18,학습,219.0,3.99,,,,,,,0.5166,0.2508,0.2326,113.139,54.929,50.932,1019.96,392.83,242.68,1655.47,11.48,82.553,17.026,27.206,3308.4,887.2,364.8,4560.4,,,,,,,,,,,,,
2018-02-19,학습,190.0,175.75,104.08,41.23,30.44,0.5922,0.2346,0.1732,0.5306,0.2478,0.2216,100.81,47.086,42.104,1039.22,408.51,265.38,1713.11,11.1,91.237,18.227,31.174,3656.4,949.8,418.0,5024.2,4333.9,-690.3,-15.93,2.51,1.125,7.88,38.0,3134.0,15598.0,0.2009,2755.0,259.1,1.401
2018-02-20,학습,222.0,186.5,79.34,83.21,23.95,0.4254,0.4462,0.1284,0.509,0.2885,0.2025,113.004,64.041,44.955,1069.13,439.89,289.12,1798.14,10.6,101.469,20.604,34.734,4066.5,1073.7,465.7,5605.9,4593.8,-1012.0,-22.03,2.77,1.21,7.84,37.95,3095.0,15398.0,0.201,,,1.257
2018-02-21,학습,204.0,206.87,130.51,62.23,14.13,0.6309,0.3008,0.0683,0.5361,0.2912,0.1727,109.37,59.409,35.221,1093.02,464.12,301.22,1858.37,10.33,106.327,22.251,34.241,4261.1,1159.5,459.1,5879.8,4621.8,-1257.9,-27.22,2.515,1.125,7.92,37.85,3360.0,15668.0,0.2144,,,1.14
2018-02-22,학습,104.0,185.83,130.68,41.11,14.04,0.7032,0.2212,0.0756,0.5757,0.2746,0.1497,59.874,28.562,15.564,1065.5,455.58,292.7,1813.78,10.68,89.524,21.183,28.007,3587.7,1103.9,375.5,5067.1,3521.5,-1545.6,-43.89,2.495,1.045,7.84,38.05,3034.0,15178.0,0.1999,,,0.607
2018-02-23,학습,134.0,146.33,106.45,21.19,18.69,0.7275,0.1448,0.1277,0.6134,0.2424,0.1442,82.198,32.479,19.323,1062.5,451.63,288.62,1802.76,10.81,88.091,20.589,24.886,3530.3,1072.9,333.7,4936.9,3525.3,-1411.6,-40.04,,,,,,,,,,
2018-02-24,학습,188.0,214.32,159.24,39.37,15.71,0.743,0.1837,0.0733,0.6468,0.2273,0.1259,121.595,42.727,23.678,1099.15,458.25,289.22,1846.62,10.61,102.965,20.905,24.066,4126.4,1089.4,322.7,5538.5,5509.0,-29.4,-0.53,,,,,,,,,,
2018-02-25,학습,66.0,0.0,,,,,,,0.6722,0.2158,0.112,44.366,14.24,7.394,1055.63,435.85,273.49,1764.97,11.17,81.248,18.894,18.621,3256.1,984.6,249.7,4490.3,2776.1,-1714.2,-61.75,,,,,,,,,,
2018-02-26,학습,177.0,233.53,131.57,79.28,22.68,0.5634,0.3395,0.0971,0.6429,0.2491,0.108,113.791,44.09,19.118,1085.02,445.09,270.74,1800.85,10.98,95.624,19.574,18.427,3832.2,1020.0,247.1,5099.3,5360.9,261.6,4.88,2.465,1.125,7.82,37.8,3115.0,15328.0,0.2032,,,1.381
2018-02-27,학습,191.0,216.77,158.83,41.49,16.45,0.7327,0.1914,0.0759,0.6674,0.2333,0.0992,127.481,44.566,18.953,1125.74,454.07,268.05,1847.86,10.74,109.966,20.19,18.246,4407.0,1052.1,244.6,5703.7,5993.5,289.8,4.83,2.52,1.06,8.02,38.05,3196.0,15338.0,0.2084,,,1.397
2018-02-28,학습,105.0,138.93,105.78,20.76,12.39,0.7614,0.1494,0.0892,0.6934,0.2102,0.0965,72.805,22.067,10.128,1108.54,439.83,256.75,1805.12,11.06,96.941,18.913,15.474,3885.0,985.6,207.5,5078.0,6560.4,1482.4,22.6,2.555,1.125,7.88,38.15,3135.0,15388.0,0.2037,,,0.839
2018-03-01,학습,221.0,233.08,131.78,81.34,19.96,0.5654,0.349,0.0856,0.6578,0.2488,0.0934,145.369,54.98,20.652,1165.28,459.64,256.87,1881.79,10.64,117.933,20.461,16.743,4726.3,1066.2,224.5,6017.0,7354.8,1337.8,18.19,,,,,,,,,,
2018-03-02,학습,204.0,209.18,133.46,60.84,14.88,0.638,0.2908,0.0711,0.6523,0.2605,0.0872,133.059,53.151,17.79,1205.16,476.04,254.12,1935.33,10.41,125.956,21.63,16.749,5047.8,1127.1,224.6,6399.5,6596.0,196.6,2.98,,,,,,,,,,
2018-03-03,학습,191.0,111.12,54.65,39.95,16.52,0.4918,0.3595,0.1487,0.6072,0.2883,0.1045,115.977,55.071,19.952,1224.78,493.05,253.75,1971.59,10.31,124.071,22.776,17.401,4972.2,1186.9,233.3,6392.4,6569.3,176.9,2.69,,,,,,,,,,
2018-03-04,학습,159.0,0.0,,,,,,,0.5747,0.3084,0.1169,91.382,49.031,18.588,1218.24,502.66,252.05,1972.95,10.4,113.07,23.266,17.437,4531.4,1212.4,233.8,5977.6,,,,,,,,,,,,,
2018-03-05,학습,192.0,243.01,132.22,87.03,23.76,0.5441,0.3581,0.0978,0.5661,0.3224,0.1115,108.689,61.902,21.41,1229.52,524.37,253.31,2007.2,10.31,113.209,24.712,18.308,4536.9,1287.8,245.5,6070.2,7971.8,1901.6,23.85,2.525,1.18,8.05,37.9,3217.0,15438.0,0.2084,2614.0,352.9,1.627
2018-03-06,학습,120.0,204.61,105.98,82.96,15.67,0.518,0.4055,0.0766,0.5525,0.3459,0.1016,66.299,41.503,12.197,1197.51,523.95,245.25,1966.71,10.62,96.338,24.309,16.137,3860.8,1266.8,216.4,5343.9,5850.1,506.2,8.65,2.535,1.185,8.1,38.05,3095.0,15338.0,0.2018,,,0.856
2018-03-07,학습,216.0,265.52,158.83,95.15,11.54,0.5982,0.3584,0.0435,0.5654,0.3494,0.0852,122.129,75.469,18.402,1223.89,557.52,244.05,2025.46,10.38,108.266,26.683,16.52,4338.8,1390.5,221.5,5950.8,7266.7,1315.8,18.11,2.49,1.09,8.07,38.0,3176.0,15248.0,0.2083,,,1.415
2018-03-08,학습,218.0,164.15,107.9,40.81,15.44,0.6573,0.2486,0.0941,0.5914,0.3209,0.0877,128.929,69.952,19.119,1254.97,582.9,243.65,2081.52,10.19,118.342,28.258,16.995,4742.6,1472.6,227.9,6443.1,6855.7,412.6,6.02,2.49,1.01,8.02,38.0,3197.0,15418.0,0.2074,,,1.521
2018-03-09,학습,237.0,188.39,132.89,41.5,14.0,0.7054,0.2203,0.0743,0.6237,0.2924,0.0839,147.813,69.299,19.887,1302.44,605.59,244.06,2152.09,9.95,132.11,29.544,17.55,5294.4,1539.6,235.3,7069.3,6974.9,-94.4,-1.35,,,,,,,,,,
2018-03-10,학습,240.0,113.11,53.6,41.66,17.85,0.4739,0.3683,0.1578,0.5813,0.3139,0.1048,139.502,75.336,25.162,1337.8,632.51,249.71,2220.02,9.77,137.276,31.119,19.51,5501.4,1621.6,261.6,7384.7,7136.2,-248.5,-3.48,,,,,,,,,,
2018-03-11,학습,205.0,0.0,,,,,,,0.5508,0.3293,0.1198,112.922,67.509,24.568,1343.76,649.44,254.31,2247.51,9.79,129.83,31.83,20.668,5203.0,1658.7,277.1,7138.9,8272.8,1134.0,13.71,,,,,,,,,,
2018-03-12,학습,197.0,254.56,131.46,101.29,21.81,0.5164,0.3979,0.0857,0.5411,0.3487,0.1102,106.594,68.703,21.702,1342.91,666.22,255.68,2264.81,9.85,122.707,32.53,20.598,4917.6,1695.2,276.2,6888.9,9651.8,2762.9,28.63,2.98,1.515,7.79,37.95,3460.0,15280.0,0.2264,3032.0,229.6,1.349
2018-03-13,학습,190.0,209.48,156.66,40.86,11.96,0.7479,0.1951,0.0571,0.5997,0.3052,0.0951,113.939,57.987,18.074,1349.48,670.94,253.31,2273.73,9.94,121.252,32.267,19.462,4859.3,1681.5,260.9,6801.7,10307.7,3506.1,34.01,2.58,1.23,7.84,38.0,3257.0,15018.0,0.2169,,,1.568
2018-03-14,학습,216.0,138.88,79.96,40.75,18.17,0.5757,0.2934,0.1308,0.5929,0.3019,0.1052,128.066,65.201,22.733,1369.65,682.5,255.79,2307.93,9.92,126.005,32.621,20.085,5049.8,1699.9,269.3,7018.9,11406.9,4387.9,38.47,2.605,1.245,7.88,38.15,3034.0,15128.0,0.2006,,,1.733
2018-03-15,학습,215.0,342.56,209.35,118.81,14.4,0.6111,0.3468,0.042,0.5981,0.3146,0.0873,128.584,67.64,18.776,1388.72,695.57,254.11,2338.4,9.91,129.144,33.116,19.322,5175.5,1725.7,259.1,7160.3,10327.9,3167.6,30.67,2.585,1.235,7.9,37.95,3135.0,14988.0,0.2092,,,1.564
2018-03-16,학습,216.0,249.27,133.36,99.41,16.5,0.535,0.3988,0.0662,0.5802,0.3385,0.0813,125.321,73.109,17.569,1403.0,713.06,251.36,2367.43,9.92,129.775,33.975,18.441,5200.8,1770.5,247.3,7218.5,9098.7,1880.2,20.66,,,,,,,,,,
2018-03-17,학습,216.0,110.72,53.45,40.54,16.73,0.4827,0.3661,0.1511,0.5526,0.3463,0.1011,119.356,74.804,21.84,1410.18,730.85,253.11,2394.14,9.93,127.778,34.839,19.121,5120.8,1815.5,256.4,7192.7,8825.9,1633.2,18.5,,,,,,,,,,
2018-03-18,학습,153.0,0.0,,,,,,,0.5328,0.3519,0.1153,81.515,53.846,17.638,1378.95,726.26,250.51,2355.72,10.22,111.41,33.897,18.324,4464.8,1766.4,245.7,6476.9,9836.1,3359.2,34.15,,,,,,,,,,
2018-03-19,학습,39.0,238.85,133.29,85.55,20.01,0.558,0.3582,0.0838,0.5399,0.3537,0.1064,21.058,13.794,4.148,1289.75,681.99,234.63,2206.36,11.03,77.132,29.892,13.734,3091.1,1557.7,184.1,4833.0,,,,2.52,1.23,7.81,38.2,2871.0,15198.0,0.1889,2843.0,239.9,0.286
2018-03-20,학습,173.0,238.63,104.92,118.8,14.91,0.4397,0.4978,0.0625,0.5115,0.3946,0.0939,88.493,68.259,16.248,1275.12,695.72,232.11,2202.95,11.08,82.967,30.849,14.235,3324.9,1607.6,190.9,5123.4,,,,2.635,1.335,7.9,38.0,2992.0,14868.0,0.2012,,,1.265
2018-03-21,학습,216.0,254.24,183.47,60.11,10.66,0.7216,0.2364,0.0419,0.5711,0.3497,0.0792,123.354,75.543,17.103,1296.52,715.64,230.66,2242.81,10.92,100.509,32.243,14.833,4028.0,1680.2,198.9,5907.1,,,,2.535,1.21,7.85,38.0,3073.0,15048.0,0.2042,,,1.898
2018-03-22,학습,161.0,211.73,155.39,40.95,15.39,0.7339,0.1934,0.0727,0.6172,0.3054,0.0773,99.375,49.173,12.452,1292.23,707.59,224.67,2224.49,11.05,101.736,31.318,13.846,4077.2,1632.0,185.6,5894.8,,,,2.5,1.165,7.92,37.95,3257.0,15208.0,0.2142,,,1.338
2018-03-23,학습,216.0,235.67,182.07,41.39,12.21,0.7726,0.1756,0.0518,0.6613,0.2686,0.0701,142.834,58.024,15.142,1331.74,709.04,221.85,2262.63,10.9,119.877,31.241,13.98,4804.1,1628.0,187.4,6619.6,,,,,,,,,,,,,
2018-03-24,학습,208.0,160.52,100.83,39.15,20.54,0.6281,0.2439,0.128,0.6519,0.2616,0.0865,135.591,54.417,17.993,1360.85,706.76,222.1,2289.72,10.82,128.167,30.887,14.926,5136.4,1609.5,200.1,6946.1,,,,,,,,,,,,,
2018-03-25,학습,179.0,0.0,,,,,,,0.6452,0.2566,0.0983,115.482,45.93,17.588,1367.53,696.18,221.93,2285.64,10.9,125.237,29.907,15.45,5018.9,1558.5,207.2,6784.6,,,,,,,,,,,,,
2018-03-26,학습,171.0,260.59,157.55,81.05,21.99,0.6046,0.311,0.0844,0.6337,0.272,0.0943,108.355,46.516,16.129,1366.54,687.04,220.31,2273.89,11.0,120.578,29.121,15.369,4832.3,1517.5,206.1,6555.9,,,,2.575,1.23,7.81,37.9,3094.0,14728.0,0.2101,2773.0,219.1,1.511
