date,dig_pH,dig_온도,dig_TS,dig_VS,dig_VFA,dig_Alk,dig_CODcr,dig_NH3N,dig_CH4pct,biogas,feed,in_pH,in_TS,in_VS,in_CODcr,str_음폐수,str_가축분뇨,str_음식물,CH4pct,methane,VS_in,COD_in,OLR,S_fast,S_slow,L_fast,L_slow,VFA_ALK
2018-01-01,,37.95,,,,,,,,9373.0,135.0,,,,,183.62,,20.19,,,,,,135.0,135.0,,,
2018-01-02,7.82,37.95,2.8150000000000004,1.33,3399.5,16143.0,25698.0,2817.5,64.0,13277.0,187.0,4.09,7.3,6.54,91843.0,129.71,41.03,15.27,64.0,8497.28,12229.800000000001,17174.641,1.5287250000000001,167.870269059085,141.11016106560103,12229.800000000001,12229.800000000001,0.21058663197670818
2018-01-03,7.855,37.95,2.83,1.335,3338.0,15803.0,,,64.5,13457.0,199.0,4.2,7.91,6.69,,158.23,41.56,16.45,64.5,8679.765,13313.100000000002,,1.6641375000000003,187.54801197763882,147.9123964492718,12914.576201378979,12357.09110543011,0.21122571663608175
2018-01-04,7.82,37.55,2.94,1.3,3389.5,15893.0,,,65.5,12846.0,216.0,4.26,7.22,5.92,,125.76,79.04,17.06,65.5,8414.13,12787.2,,1.5984,205.53309854611717,155.91290076207446,12834.05908578184,12407.630232767988,0.2132699930787139
2018-01-05,,,,,,,,,,11314.0,204.0,,,,,157.38,39.15,18.86,,,,,,204.56399543640634,161.56328386825265,12804.43849429123,12452.230856102993,
2018-01-06,,,,,,,,,,8272.0,150.0,,,,,155.49,40.8,15.0,,,,,,170.0729721492263,160.2045621974394,12793.541687646495,12491.590768049477,
2018-01-07,,,,,,,,,,8490.0,138.0,,,,,,,,,,,,,149.7989870709646,157.59545736248725,12789.532976507477,12526.32576842825,
2018-01-08,7.890000000000001,38.05,2.73,1.08,3337.5,16308.0,23758.0,2790.0,64.3,6077.0,111.0,4.11,7.45,6.27,98722.0,132.54,86.65,23.6,64.3,3907.511,6959.699999999999,10958.142,0.8699624999999999,125.27334968168448,152.1203467969076,9104.375697520416,11872.229998485524,0.204654157468727
2018-01-09,7.885,38.1,2.665,1.16,3358.5,15968.0,,,63.75,10446.0,211.0,4.26,6.88,5.56,,157.48,41.02,15.37,63.75,6659.325,11731.599999999999,,1.4664499999999998,179.46292778739843,159.0388884230158,10765.098191771776,11855.705538073951,0.21032690380761523
2018-01-10,7.85,38.2,2.75,1.25,3287.5,15743.0,,,64.15,8153.0,151.0,4.18,6.73,5.62,,155.3,39.53,14.1,64.15,5230.1495,8486.2,,1.060775,161.47092596853125,158.09429413353462,9324.559793275612,11459.778200591903,0.20882296893857588
2018-01-11,7.84,38.05,2.83,1.365,3378.0,16368.0,,,64.19999999999999,10952.0,205.0,4.17,7.28,6.19,,157.94,,12.51,64.19999999999999,7031.183999999999,12689.5,,1.5861875,188.98654857059293,163.6058598593002,11451.607677174914,11604.2743209816,0.20637829912023462
2018-01-12,,,,,,,,,,11926.0,216.0,,,,,152.95,20.82,15.23,,,,,,206.0623065840378,169.76233361224922,12234.104864048688,11731.791699660998,
2018-01-13,,,,,,,,,,10841.0,167.0,,,,,129.92,42.09,13.92,,,,,,181.37021951700336,169.43775085671524,12521.969491874039,11844.325391371274,
2018-01-14,,,,,,,,,,7403.0,97.0,,,,,,,,,,,,,128.0380692074271,160.9260907612458,12627.868970291453,11943.636025742002,
2018-01-15,7.984999999999999,38.150000000000006,2.72,1.38,3327.0,15923.0,22147.5,2481.5,63.45,6836.0,114.0,3.92,7.71,6.45,111529.0,132.97,61.44,23.55,63.45,4337.442,7353.000000000001,12714.306,0.9191250000000001,119.16431705515431,155.412129747203,9293.515849043402,11404.222073610572,0.20894303837216605
2018-01-16,7.95,38.05,2.605,1.16,3368.0,16068.0,,,63.25,11321.0,203.0,4.0,7.62,6.41,,105.36,40.94,17.42,63.25,7160.5325,13012.3,,1.6265375,172.15857580802395,161.00385190130905,11644.23576470887,11593.17621084667,0.20960916106547176
2018-01-17,7.965,37.95,2.665,1.3250000000000002,3368.5,15828.0,,,63.2,9969.0,172.0,4.09,7.14,5.92,,156.84,22.23,17.19,63.2,6300.408,10182.4,,1.2728,172.05833677963915,162.29593336254376,10720.179324205528,11427.405636312218,0.2128190548395249
2018-01-18,7.845,38.0,2.62,1.185,3337.5,15838.0,,,63.75,5591.0,88.0,4.12,7.16,5.95,,105.0,39.35,15.71,63.75,3564.2625,5236.000000000001,,0.6545000000000001,118.92333396029454,153.56593106707638,7253.516825072708,10699.896296690338,0.21072736456623312
2018-01-19,,,,,,,,,,9213.0,189.0,,,,,133.18,,17.96,,,,,,163.22023525815536,157.72954392072586,5978.202962161731,10057.871557872664,
2018-01-20,,,,,,,,,,9247.0,169.0,,,,,26.5,,15.57,,,,,,166.8737433766678,159.05385741932486,5509.041210955847,9491.286714483384,
2018-01-21,,,,,,,,,,7409.0,120.0,,,,,,,,,,,,,137.24388651902214,154.46490820653463,5336.4462481032115,8991.277345140965,
2018-01-22,7.895,38.25,2.545,1.24,3287.0,15853.0,19190.5,2833.0,63.45,4115.0,75.0,4.15,7.11,5.99,96621.0,104.25,86.44,23.73,63.45,2610.9675,4492.5,7246.575,0.5615625,97.89824618895653,145.127535356436,4802.970474130945,8462.657072504651,0.207342458840598
2018-01-23,7.96,37.95,2.625,1.2349999999999999,3240.5,15658.0,,,63.3,8990.0,186.0,4.17,6.99,5.89,,183.83,58.82,15.85,63.3,5690.67,10955.4,,1.369425,153.58917604176935,149.93017655105638,8692.04766417661,8755.562087545699,0.20695491122748755
2018-01-24,7.86,38.25,2.7,1.245,3257.0,15988.0,,,62.75,8248.0,152.0,4.11,7.52,6.26,,72.3,,13.66,62.75,5175.62,9515.2,,1.1894,152.58462519416915,150.17338721741027,9212.379178698324,8844.82189517325,0.20371528646484863
2018-01-25,8.004999999999999,38.05,2.7199999999999998,1.185,3246.5,15953.0,,,63.650000000000006,5121.0,70.0,4.2,7.46,6.17,,26.3,,10.59,63.650000000000006,3259.5165,4319.0,,0.539875,100.38118576578395,140.75276588907994,6119.173597699511,8313.023804139937,0.20350404312668463
2018-01-26,,,,,,,,,,5005.0,100.0,,,,,26.53,,,,,,,,100.14023040649911,135.96418966886822,4981.246857133281,7843.713636002637,
2018-01-27,,,,,,,,,,9391.0,192.0,,,,,25.16,,,,,,,,158.20667929580543,142.54857094895834,4562.6270037197355,7429.5488662700145,
2018-01-28,,,,,,,,,,8978.0,170.0,,,,,,,,,,,,,165.6614797697853,145.77419889093494,4408.625365982689,7064.049739821313,
2018-01-29,7.885,38.0,2.53,1.28,3185.0,16368.0,21116.5,2702.5,63.95,9498.0,208.0,4.47,6.66,5.57,95718.0,105.31,41.71,22.02,63.95,6073.971,11585.599999999999,19909.344,1.4481999999999997,192.4245288376828,153.085923260405,8945.338582336095,7595.345900511737,0.1945869990224829
2018-01-30,7.93,38.1,2.62,1.2,3175.0,15923.0,,,64.4,9807.0,231.0,4.54,6.2,4.99,,133.62,64.18,13.13,64.4,6315.7080000000005,11526.900000000001,,1.4408625000000002,216.80887722588164,162.24106860956894,10577.196628320047,8057.31568485784,0.1993970985367079
2018-01-31,7.84,37.849999999999994,2.6100000000000003,1.18,3022.5,15603.0,,,64.4,9763.0,240.0,4.56,6.13,5.01,,79.2,41.29,12.97,64.4,6287.372,12024.0,,1.503,231.46846271371902,171.37798389965653,11491.75078414142,8523.413378356148,0.19371274754854836
2018-02-01,7.845,38.0,2.55,1.0950000000000002,3044.5,15268.0,,,64.4,9758.0,244.0,4.54,6.09,4.85,,130.26,110.05,19.17,64.4,6284.152000000001,11833.999999999998,,1.4792499999999997,239.38990506610384,179.91129573199825,11708.093549728581,8912.4175606613,0.19940398218496203
2018-02-02,,,,,,,,,,10008.0,119.0,,,,,105.69,14.04,16.94,,,,,,163.28897099840128,172.75402981590275,11787.68160543427,9255.712546638051,
2018-02-03,,,,,,,,,,7901.0,78.0,,,,,154.26,41.55,14.31,,,,,,109.37605898897922,161.62013781994258,11816.9604148912,9558.669308435356,
2018-02-04,,,,,,,,,,7161.0,66.0,,,,,,,,,,,,,81.9571603410852,150.38447545081144,11827.73148695238,9826.027712338535,
2018-02-05,7.96,38.25,2.51,1.08,3094.0,15423.0,19134.0,2735.0,63.95,6358.0,134.0,4.28,7.07,5.87,98484.0,107.27,41.54,19.39,63.95,4065.9410000000003,7865.8,13196.856,0.983225,114.85450922930345,148.45924883581444,9323.313141379584,9595.694884499244,0.20060947934902418
2018-02-06,7.84,37.95,2.4850000000000003,1.135,3023.5,15298.0,,,64.4,7064.0,135.0,4.36,6.84,5.72,,129.16,98.92,10.68,64.4,4549.216,7721.999999999999,,0.9652499999999999,127.5888881131517,146.87774540872158,8311.090183591208,9375.529931959183,0.19764021440711205
2018-02-07,7.975,37.95,2.5250000000000004,1.185,3165.5,15518.0,,,64.1,8301.0,160.0,4.24,7.0,5.79,,132.74,41.88,9.15,64.1,5320.941,9264.0,,1.158,148.07661827132114,148.4196509682703,8913.444069252751,9362.42481949945,0.20398891609743525
2018-02-08,7.83,37.650000000000006,2.625,1.185,3103.5,15518.0,,,64.35,8956.0,161.0,4.2,7.36,6.22,,105.8,20.42,14.61,64.35,5763.186,10014.199999999999,,1.2517749999999999,156.2457535516084,149.8978809460654,9609.25452333055,9439.01042202675,0.19999355587060189
2018-02-09,,,,,,,,,,7688.0,127.0,,,,,53.54,40.95,18.22,,,,,,137.75891147320343,147.20730901065357,9865.22888433794,9506.596979039667,
2018-02-10,,,,,,,,,,6589.0,117.0,,,,,106.71,41.91,19.85,,,,,,124.6367767520895,143.6578566373175,9959.396589219554,9566.241906259922,
2018-02-11,,,,,,,,,,2284.0,8.0,,,,,,,,,,,,,50.90827225159697,127.71763829369779,9994.0389518678,9618.878369786682,
2018-02-12,7.83,38.150000000000006,2.5549999999999997,1.145,3267.0,15468.0,18299.5,2524.5,64.2,4899.0,109.0,4.25,7.14,5.93,100803.0,,,,64.2,3145.158,6463.7,10987.527,0.8079625,87.62924765923393,125.5182578178871,7762.4391207589015,9248.13513843866,0.2112102404965089
2018-02-13,7.88,37.95,2.585,1.15,3083.5,15683.0,,,63.85,8924.0,190.0,4.22,6.92,5.82,,78.98,,16.94,63.85,5697.974,11058.0,,1.38225,152.33990483657885,133.09506225102692,9845.630905398317,9460.79986557542,0.19661416820761335
2018-02-14,7.995,38.1,2.6,1.26,3104.0,15608.0,,,63.7,6258.0,130.0,4.34,7.17,6.08,,79.67,,22.0,63.7,3986.3460000000005,7904.0,,0.988,138.21839170710382,132.73138284983776,8618.286092439133,9277.871059314422,0.19887237314197848
2018-02-15,,,,,,,,,,6275.0,125.0,,,,,,41.79,41.09,,,,,,129.86277455439458,131.8229214176775,8166.771168523041,9116.436954395595,
2018-02-16,,,,,,,,,,2467.0,26.0,,,,,27.65,,,,,,,,64.20897946158618,119.38840037355342,8000.668110632223,8973.971856833212,
2018-02-17,,,,,,,,,,4605.0,124.0,,,,,26.97,,,,,,,,102.00411277725809,119.93027761370062,7939.562210518481,8848.246849507997,
2018-02-18,,,,,,,,,,8062.0,219.0,,,,,,,3.99,,,,,,175.95961838914064,131.57127685417507,7917.08260613236,8737.294919966069,
2018-02-19,7.875,38.0,2.51,1.125,3154.5,15563.0,20461.0,2739.0,63.5,6825.0,190.0,4.58,6.82,5.9,69555.0,104.08,41.23,30.44,63.5,4333.875,11210.0,13215.45,1.40125,184.83483225916325,138.43683280183663,9998.60338932025,9027.845425864862,0.2026922829788601
2018-02-20,7.835,37.95,2.77,1.21,3115.5,15398.0,,,63.75,7206.0,222.0,4.6,5.57,4.53,,79.34,83.21,23.95,63.75,4593.825,10056.600000000002,,1.2570750000000002,208.32769886045807,148.25576377746216,10035.264239273296,9148.727274806006,0.20233147161969087
2018-02-21,7.92,37.849999999999994,2.515,1.125,3329.5,15678.0,,,64.05,7216.0,204.0,4.63,5.49,4.47,,130.51,62.23,14.13,64.05,4621.848,9118.800000000001,,1.13985,205.59207143834362,154.80588419666637,9455.948352197473,9145.210727319098,0.2123676489348131
2018-02-22,7.845,38.05,2.495,1.045,3024.0,15218.0,,,63.6,5537.0,104.0,4.58,5.7,4.67,,130.68,41.11,14.04,63.6,3521.532,4856.8,,0.6071,141.3736344681871,148.83603543662971,6548.732125670966,8641.309183869656,0.19871205151793928
2018-02-23,,,,,,,,,,5543.0,134.0,,,,,106.45,21.19,18.69,,,,,,136.71260852755915,147.09275531946102,5479.227044891845,8196.617632567926,
2018-02-24,,,,,,,,,,8662.0,188.0,,,,,159.24,39.37,15.71,,,,,,169.13242308597745,151.8994832761542,5085.778113444804,7804.17871593861,
2018-02-25,,,,,,,,,,4365.0,66.0,,,,,,,,,,,,,103.94029817152614,141.80602792482333,4941.0363404145655,7457.852587559585,
2018-02-26,7.824999999999999,37.8,2.465,1.19,3136.0,15403.0,20976.0,,63.949999999999996,8383.0,177.0,4.27,7.35,6.24,97197.0,131.57,79.28,22.68,63.949999999999996,5360.9285,11044.800000000001,17203.869,1.3806,150.12283771918882,145.94142865400784,8799.350835869152,7879.330018787505,0.2035967019411803
2018-02-27,8.02,38.05,2.52,1.06,3165.5,15333.0,,,63.45,9446.0,191.0,4.45,7.14,5.85,,158.83,41.49,16.45,63.45,5993.487000000001,11173.499999999998,,1.3966874999999999,175.9621323834608,151.2359503522749,10300.099332241896,8266.405194992818,0.2064501402204396
2018-02-28,7.875,38.150000000000006,2.5549999999999997,1.125,3166.0,15435.5,,,63.650000000000006,10307.0,105.0,4.36,7.59,6.39,,105.78,20.76,12.39,63.650000000000006,6560.405500000001,6709.499999999999,,0.8386874999999999,131.10550960556148,145.8030829739377,8030.4076758157025,8083.464012199027,0.20511159340481358
2018-03-01,,,,,,,,,,11555.0,221.0,,,,,131.78,81.34,19.96,,,,,,187.92966510930236,154.6389536405892,7195.434777618149,7922.018985028344,
2018-03-02,,,,,,,,,,10363.0,204.0,,,,,133.46,60.84,14.88,,,,,,198.08805418097222,160.43902947948536,6888.265414435933,7779.54424861253,
2018-03-03,,,,,,,,,,10321.0,191.0,,,,,54.65,39.95,16.52,,,,,,193.60754941108897,164.03003817566668,6775.2641207634715,7653.810735029018,
2018-03-04,,,,,,,,,,9762.0,159.0,,,,,,,,,,,,,171.73140593766448,163.4389931099081,6733.693267995597,7542.851298740491,
2018-03-05,8.05,37.9,2.5250000000000004,1.26,3156.0,15413.0,18844.0,2614.0,63.8,12495.0,192.0,4.41,7.94,6.78,109763.0,132.22,87.03,23.76,63.8,7971.81,13017.6,21074.496,1.6272,184.5436009430172,166.7949998847966,10705.879903056755,8186.1512287094465,0.20476221371569453
2018-03-06,8.1,38.05,2.535,1.185,3146.0,15293.0,,,65.85,8884.0,120.0,4.61,6.92,5.71,,105.98,82.96,15.67,65.85,5850.113999999999,6852.0,,0.8565,143.74426384610973,161.29644245477948,8269.763185078373,8029.384326915519,0.2057150330216439
2018-03-07,8.07,38.0,2.49,1.09,3196.0,15278.0,,,66.35,10952.0,216.0,4.69,6.45,5.24,,158.83,95.15,11.54,66.35,7266.651999999999,11318.400000000001,,1.4148000000000003,189.41860016227565,167.72427990598473,10196.869192191947,8415.853855950758,0.2091896845136798
2018-03-08,8.015,38.0,2.49,1.01,3217.0,15398.0,,,63.75,10754.0,218.0,4.59,6.84,5.58,,107.9,40.81,15.44,63.75,6855.675,12164.400000000001,,1.5205500000000003,207.4854905998004,173.63183274182143,11440.585865935978,8856.319638681116,0.20892323678399793
2018-03-09,,,,,,,,,,10941.0,237.0,,,,,132.89,41.5,14.0,,,,,,226.1422187754053,181.07778867219483,11898.123660848538,9245.029327635155,
2018-03-10,,,,,,,,,,11194.0,240.0,,,,,53.6,41.66,17.85,,,,,,234.90200718722002,188.00133100977698,12066.442409155785,9588.064424141718,
2018-03-11,,,,,,,,,,12977.0,205.0,,,,,,,,,,,,,216.00033369393896,189.99872726806734,12128.363416221731,9890.791834286567,
2018-03-12,7.79,37.95,2.49,1.17,3511.0,15239.0,21656.0,2734.0,63.7,15152.0,197.0,4.43,6.62,5.48,98971.0,131.46,101.29,21.81,63.7,9651.824,10795.600000000002,19497.287,1.3494500000000003,203.9898321413972,190.82139849991944,11285.896260773396,9997.109596324646,0.2303956952555942
2018-03-13,7.835,38.0,2.58,1.23,3185.5,14963.0,,,63.75,16169.0,190.0,4.4,8.05,6.6,,156.66,40.86,11.96,63.75,10307.7375,12540.0,,1.5675,195.14657163025947,190.72488163196653,12078.6410172423,10295.90709514441,0.21289179977277284
2018-03-14,7.885,38.150000000000006,2.605,1.245,3044.0,15188.0,,,66.4,17179.0,216.0,4.37,7.07,6.42,,79.96,40.75,18.17,66.4,11406.856000000002,13867.2,,1.7334,208.32845242483114,193.69478632775144,13209.225920920933,10715.5450732426,0.20042138530418752
2018-03-15,7.895,37.95,2.585,1.2349999999999999,3115.0,14953.0,,,66.55000000000001,15519.0,215.0,4.44,7.03,5.82,,209.35,118.81,14.4,66.55000000000001,10327.894500000002,12513.0,,1.564125,212.5456748062982,196.19821492533768,12769.127202717465,10926.751594601174,0.2083194007891393
2018-03-16,,,,,,,,,,13672.0,216.0,,,,,133.36,99.41,16.5,,,,,,214.72922477811653,198.52498600596462,12607.223932204506,11113.140695505783,
2018-03-17,,,,,,,,,,13262.0,216.0,,,,,53.45,40.54,16.73,,,,,,215.53250792151897,200.57835427764132,12547.66304752437,11277.628499729628,
2018-03-18,,,,,,,,,,14780.0,153.0,,,,,,,,,,,,,176.00442406921718,194.987750280091,12525.751822552564,11422.788477470112,
2018-03-19,7.8100000000000005,38.2,2.52,1.23,2932.5,15098.0,,2829.5,,7390.0,39.0,4.25,7.17,5.86,,133.29,85.55,20.01,,,2285.4,,0.285675,89.40111096459893,176.65870646331965,6052.614905879598,10349.117029079547,0.19423102397668565
2018-03-20,7.9,38.0,2.635,1.335,2932.0,14903.0,,,,14270.0,173.0,4.46,7.13,5.85,,104.92,118.8,14.91,,,10120.5,,1.2650625,142.24568741910323,176.22879712134585,8624.008704825346,10322.253820040793,0.19673891162853116
2018-03-21,7.845000000000001,38.0,2.535,1.21,3103.5,15028.0,,,,16621.0,216.0,4.45,8.43,7.03,,183.47,60.11,10.66,,,15184.800000000001,,1.8981000000000001,188.8673047037558,180.90203664752417,12771.219764688685,10893.618057511443,0.20651450625499068
2018-03-22,7.915,37.95,2.5,1.165,3236.5,15148.0,,,,13718.0,161.0,4.43,7.75,6.65,,155.39,40.95,15.39,,,10706.5,,1.3383125,171.251808481372,178.56348569656518,11466.067953209305,10871.631106171495,0.2136585687879588
2018-03-23,,,,,,,,,,15580.0,216.0,,,,,182.07,41.39,12.21,,,,,,199.53806031069445,182.96239208365486,10985.929434158375,10852.227689716712,
2018-03-24,,,,,,,,,,13280.0,208.0,,,,,100.83,39.15,20.54,,,,,,204.88702635587182,185.90438856569787,10809.296344085036,10835.104234795808,
2018-03-25,,,,,,,,,,12796.0,179.0,,,,,,,,,,,,,188.52330478938853,185.09310152346887,10744.31666161647,10819.992838866563,
2018-03-26,7.8100000000000005,37.9,2.575,1.15,3134.5,15178.0,23975.0,2688.0,,16326.0,171.0,4.17,8.48,7.07,145780.0,157.55,81.05,21.99,,,12089.7,24928.38,1.5112125,177.44646357339712,183.43711844227153,11594.761129314098,10969.187363110263,0.20651601001449466
2018-03-27,7.83,38.0,2.54,1.3399999999999999,3196.5,15103.0,,,,17694.0,216.0,4.34,10.15,8.97,,127.83,109.76,16.3,,,19375.200000000004,,2.4219000000000004,201.81694656419847,187.26335788607557,16512.936496183505,11956.919884857842,0.2116466927100576
2018-03-28,7.83,38.150000000000006,2.615,1.28,3176.0,15148.0,,,,15280.0,205.0,4.36,6.58,5.18,,151.89,,11.46,,,10618.999999999998,,1.3273749999999997,203.8290200808185,189.34746827221022,12787.258064515956,11799.710154293383,0.20966464219698971
2018-03-29,7.85,37.95,2.625,1.28,3197.0,15243.0,,,,15703.0,216.0,4.42,11.38,10.2,,159.06,36.67,17.8,,,22031.999999999996,,2.7539999999999996,211.52254670882266,192.47922330418785,18631.04950299993,13002.035904816104,0.20973561634848784
2018-03-30,,,,,,,,,,14228.0,184.0,,,,,259.98,79.94,17.49,,,,,,194.1249791028566,191.4828883022689,20780.86023171187,14063.084655550103,
2018-03-31,,,,,,,,,,12870.0,195.0,,,,,207.17,61.59,17.15,,,,,,194.67809780134553,191.89615982070825,21571.73140121479,14999.456891564112,
2018-04-01,,,,,,,,,,11908.0,207.0,,,,,,,,,,,,,202.46702550498983,193.67090782464226,21862.67664509013,15825.802489512687,
2018-04-02,7.92,38.1,2.5149999999999997,1.18,3074.0,15093.0,18694.0,2331.5,67.1,11134.0,198.0,4.08,8.07,6.71,113092.0,134.22,112.42,20.99,67.1,7470.913999999999,13285.8,22392.216,1.660725,199.64332684647422,194.17958956424357,16441.056587192154,15527.344329552107,0.203670575763599
2018-04-03,7.83,38.0,2.525,1.135,3094.5,15123.0,,,67.95,9633.0,195.0,4.7,5.85,4.64,,157.98,82.61,15.94,67.95,6545.6235,9048.0,,1.131,196.7081844854573,194.2759903315969,11767.753525845099,14766.001301608796,0.20462209878992263
2018-04-04,7.84,38.0,2.5300000000000002,1.185,3074.0,15223.0,,,68.0,8167.0,173.0,4.64,6.29,5.46,,184.21,75.02,10.63,68.0,5553.56,9445.800000000001,,1.1807250000000002,181.7217536596995,191.77599556705405,10299.998965513956,14140.861169796295,0.20193128818235564
2018-04-05,7.800000000000001,38.1,2.5,1.145,3104.0,15058.0,,,67.55,7088.0,165.0,4.76,5.76,4.64,,184.07,63.25,16.62,67.55,4787.9439999999995,7655.999999999999,,0.9569999999999999,171.15158939173676,188.62973315154406,8628.672861891146,13378.869896036345,0.20613627307743393
2018-04-06,,,,,,,,,,7463.0,186.0,,,,,213.92,64.02,11.87,,,,,,180.537575003148,188.32073136086166,8013.826348875142,12706.414957146699,
2018-04-07,,,,,,,,,,7256.0,174.0,,,,,157.09,,19.76,,,,,,176.40503943877448,186.6380010687065,7787.6369572606045,12112.975556448873,
2018-04-08,,,,,,,,,,7455.0,162.0,,,,,,41.66,,,,,,,167.29931785878895,183.74295962900942,7704.42653027454,11589.267123461383,
2018-04-09,7.845000000000001,38.05,2.49,1.1400000000000001,3104.5,15163.0,19965.5,2879.0,66.45,5645.0,124.0,4.21,6.21,4.9,93714.0,134.08,35.38,20.51,66.45,3751.1025,6076.000000000001,11620.536,0.7595000000000001,139.92892885699592,176.72297682383734,6675.064641946149,10941.441159576152,0.20474180571127085
2018-04-10,7.835,38.0,2.4349999999999996,1.09,3165.5,15138.0,,,67.2,6251.0,140.0,4.91,6.25,5.14,,158.61,112.04,15.54,67.2,4200.6720000000005,7195.999999999999,,0.8994999999999999,139.97385438762825,172.40791330072233,7004.358591592703,10501.34022213881,0.20910952569692165
2018-04-11,,,,,,,,,,8027.0,171.0,,,,,76.96,65.31,12.14,,,,,,159.58611889041688,172.2424791269951,7125.4990657698145,10112.952508025777,
2018-04-12,7.875,37.9,2.4450000000000003,1.1400000000000001,3115.0,15288.0,,,66.45,7509.0,170.0,4.62,6.4,5.19,,238.45,83.27,17.4,66.45,4989.730500000001,8823.0,,1.102875,166.16894723698073,171.9789808836838,8198.524304927398,9961.379092813979,0.20375457875457875
2018-04-13,,,,,,,,,,8313.0,190.0,,,,,132.67,,16.88,,,,,,181.2330456270133,174.09650644843316,8593.268230271542,9827.616023375398,
2018-04-14,,,,,,,,,,10491.0,222.0,,,,,183.19,70.27,8.47,,,,,,207.00267560700397,179.72531531776113,8738.486404932968,9709.570528915643,
2018-04-15,,,,,,,,,,9910.0,216.0,,,,,,,,,,,,,212.69006933026643,183.98770312569133,8791.90918587535,9605.395745690843,
2018-04-16,7.84,38.0,2.46,1.125,3195.5,15328.0,19247.0,2848.5,66.5,5838.0,124.0,4.64,6.11,4.87,81740.0,161.42,106.9,25.45,66.5,3882.27,6038.8,10135.76,0.75485,156.62725314267487,176.93896220158683,7051.612268783789,9186.309698343563,0.20847468684759918
2018-04-17,7.85,38.0,2.47,1.08,3175.5,15318.0,,,66.19999999999999,8274.0,216.0,4.82,5.59,4.48,,187.96,79.11,16.17,66.19999999999999,5477.387999999999,9676.8,,1.2096,194.1579870653137,181.52875513116058,8711.047404470053,9243.94382804041,0.2073051312181747
2018-04-18,7.865,37.9,2.41,1.095,3104.0,15723.0,,,66.55,7619.0,195.0,4.75,5.84,4.61,,130.7,78.8,11.71,66.55,5070.4445,8989.5,,1.1236875,194.6902407521285,183.1116681292906,8887.063014763706,9214.045890127429,0.19741779558608408
2018-04-19,7.855,36.65,2.4349999999999996,1.09,3084.5,15636.5,,,66.65,8266.0,216.0,4.87,5.59,4.49,,185.19,41.29,17.52,66.65,5509.289000000001,9698.4,,1.2123,208.16057767639504,186.97614899292472,9399.925803269549,9270.958998283337,0.1972628145684776
2018-04-20,,,,,,,,,,8114.0,216.0,,,,,185.69,65.95,16.78,,,,,,213.11603769648525,190.38654138517927,9588.597479302705,9321.184639947387,
2018-04-21,,,,,,,,,,8179.0,216.0,,,,,161.29,40.97,17.45,,,,,,214.9390495594235,193.39620210794197,9658.005910046664,9365.508613146236,
2018-04-22,,,,,,,,,,8355.0,218.0,,,,,,,,,,,,,216.87393926246722,196.2872245684414,9683.539844761337,9404.624382204463,
2018-04-23,7.975,38.25,2.39,1.04,3175.0,15553.0,17986.0,2735.0,66.80000000000001,7116.0,193.0,4.99,5.22,4.08,79893.0,133.71,81.72,19.94,66.80000000000001,4753.488000000001,7874.400000000001,15419.349,0.9843000000000001,201.78273143443738,195.9009654997495,8539.94535509179,9224.818277554865,0.20414068025461327
2018-04-24,7.890000000000001,38.0,2.485,1.09,3226.5,15483.0,,,66.9,8507.0,219.0,4.78,5.96,4.83,,104.75,94.49,15.55,66.9,5691.183000000001,10577.7,,1.3222125,212.6661208616022,198.61517360083423,9828.051959986657,9383.786070378856,0.20838984692888976
2018-04-25,7.875,38.0,2.38,1.08,3175.5,15198.0,,,66.85,8952.0,216.0,4.72,6.52,5.21,,159.06,107.57,10.85,66.85,5984.411999999999,11253.599999999999,,1.4066999999999998,214.7735344056331,200.6579445507653,10729.170183676846,9603.494998699809,0.20894196604816423
2018-04-26,8.125,38.05,2.4699999999999998,1.19,3196.0,15203.0,,,66.75,9642.0,216.0,4.77,6.53,5.33,,131.57,77.55,17.95,66.75,6436.035,11512.800000000001,,1.4391,215.5488085225283,202.46068358676928,11224.518701085759,9827.844250263304,0.21022166677629414
2018-04-27,,,,,,,,,,12829.0,216.0,,,,,107.27,71.56,4.09,,,,,,215.83401593140638,204.0515952022111,11406.747236855252,10025.83176986526,
2018-04-28,,,,,,,,,,12109.0,204.0,,,,,156.74,108.97,23.46,,,,,,208.35349116765974,204.04553260613955,11473.785368759623,10200.555142664394,
2018-04-29,,,,,,,,,,12569.0,218.0,,,,,,,,,,,,,214.45124772150328,205.68522574770043,11498.44731926178,10354.747977968764,
2018-04-30,8.035,37.95,2.51,1.18,2931.0,15523.0,19177.0,2696.5,67.65,11649.0,207.0,5.06,6.55,5.25,105869.0,134.18,40.94,21.66,67.65,7880.548500000001,10867.5,21914.883,1.3584375,209.74116084781662,205.83971579474763,11099.612547218643,10414.997928763445,0.18881659473040005
2018-05-01,,,,,,,,,,10603.0,216.0,,,,,131.9,97.13,16.94,,,,,,213.69750175031282,207.0335806594856,10952.889434159675,10468.168323720625,
2018-05-02,7.92,37.95,2.5199999999999996,1.2,2768.5,15118.0,,,69.05,10045.0,208.0,4.92,7.07,5.77,,186.97,100.91,7.79,69.05,6936.0725,12001.599999999999,,1.5001999999999998,210.0959937599784,207.1471379253982,11615.800943088074,10648.351295358347,0.1831260748776293
