date,year,month,dow,intake_total_tpd,intake_foodww_tpd,intake_manure_tpd,intake_food_tpd,leach_pH,leach_TS_pct,leach_VS_pct,acid_pH,acid_TS_pct,acid_VS_pct,acid_CODcr_mgL,acid_TN_mgL,acid_NH3N_mgL,feed_A_tpd,feed_B_tpd,dig_T_A_C,dig_T_B_C,dig_pH_A,dig_pH_B,VFA_A_mgL,ALK_A_mgL,VFA_B_mgL,ALK_B_mgL,NH3N_A_mgL,NH3N_B_mgL,dig_TS_A_pct,dig_VS_A_pct,dig_TS_B_pct,dig_VS_B_pct,dig_CODcr_A_mgL,dig_CODcr_B_mgL,dig_TN_A_mgL,biogas_A_m3d,biogas_B_m3d,biogas_AB_raw_m3d,CH4_A_pct,CH4_B_pct,gasconc_CH4_pct,gasconc_CO2_pct,dewater_tpd,flag_TA_sensor_fault,flag_TB_sensor_fault,flag_ALKB_corrupted,flag_feed_frozen,flag_regime_2018,feed_AB_tpd,biogas_AB_m3d,CH4_pct,CH4_m3d,VFA_ALK_A,VFA_ALK_B,VS_load_tpd,HRT_d,OLR_kgVS_m3d,gas_per_VS_m3tVS,FAN_A_mgL,FAN_B_mgL
2018-01-01,2018,1,0,203.81,183.62,0.0,20.19,,,,,,,,,,67.0,68.0,38.0,37.9,,,,,,,,,,,,,,,,4662.0,4711.0,9373.0,,,,,327.0,0,0,0,0,1,135.0,9373.0,,,,,,59.259259,,,,
2018-01-02,2018,1,1,186.01,129.71,41.03,15.27,6.71,2.52,1.63,4.09,7.3,6.54,91843.0,,,93.0,94.0,37.9,38.0,7.84,7.8,3359.0,16068.0,3440.0,16218.0,2814.0,2821.0,2.93,1.39,2.7,1.27,25587.0,25809.0,4053.0,6447.0,6830.0,13277.0,64.3,63.7,,,317.0,0,0,0,0,1,187.0,13277.0,64.0,8497.28,0.209049,0.21211,12.2298,42.780749,1.528725,1085.626911,241.902635,224.188948
2018-01-03,2018,1,2,216.24,158.23,41.56,16.45,6.71,2.64,1.68,4.2,7.91,6.69,,,,100.0,99.0,38.0,37.9,7.88,7.83,3277.0,15778.0,3399.0,15828.0,,,2.84,1.29,2.82,1.38,,,,6653.0,6804.0,13457.0,65.1,63.9,,,430.0,0,0,0,0,1,199.0,13457.0,64.5,8679.765,0.207694,0.214746,13.3131,40.201005,1.664138,1010.808903,,
2018-01-04,2018,1,3,221.86,125.76,79.04,17.06,7.21,2.44,1.28,4.26,7.22,5.92,,,,108.0,108.0,37.6,37.5,7.84,7.8,3359.0,15868.0,3420.0,15918.0,,,2.94,1.3,2.94,1.3,,,,6479.0,6367.0,12846.0,65.6,65.4,,,492.0,0,0,0,0,1,216.0,12846.0,65.5,8414.13,0.211684,0.214851,12.7872,37.037037,1.5984,1004.598348,,
2018-01-05,2018,1,4,215.39,157.38,39.15,18.86,,,,,,,,,,102.0,102.0,,,,,,,,,,,,,,,,,,5825.0,5489.0,11314.0,,,,,334.0,0,0,0,0,1,204.0,11314.0,,,,,,39.215686,,,,
2018-01-06,2018,1,5,211.29,155.49,40.8,15.0,,,,,,,,,,75.0,75.0,,,,,,,,,,,,,,,,,,4178.0,4094.0,8272.0,,,,,360.0,0,0,0,0,1,150.0,8272.0,,,,,,53.333333,,,,
2018-01-07,2018,1,6,0.0,,,,,,,,,,,,,69.0,69.0,,,,,,,,,,,,,,,,,,4328.0,4162.0,8490.0,,,,,197.0,0,0,0,0,1,138.0,8490.0,,,,,,57.971014,,,,
2018-01-08,2018,1,0,242.79,132.54,86.65,23.6,7.16,2.79,1.84,4.11,7.45,6.27,98722.0,,,56.0,55.0,38.0,38.1,7.9,7.88,3318.0,16248.0,3357.0,16368.0,2837.0,2743.0,2.85,1.3,2.61,1.08,19281.0,23758.0,3956.0,2991.0,3086.0,6077.0,64.1,64.5,,,334.0,0,0,0,0,1,111.0,6077.0,64.3,3907.511,0.20421,0.205095,6.9597,72.072072,0.869962,873.169821,278.115118,259.45645
2018-01-09,2018,1,1,213.87,157.48,41.02,15.37,6.94,2.93,2.04,4.26,6.88,5.56,,,,105.0,106.0,38.0,38.2,7.89,7.88,3379.0,16028.0,3338.0,15908.0,,,2.75,1.29,2.58,1.16,,,,5252.0,5194.0,10446.0,63.9,63.6,,,387.0,0,0,0,0,1,211.0,10446.0,63.75,6659.325,0.210819,0.209832,11.7316,37.914692,1.46645,890.41563,,
2018-01-10,2018,1,2,208.93,155.3,39.53,14.1,6.57,1.76,1.28,4.18,6.73,5.62,,,,76.0,75.0,38.2,38.2,7.85,7.85,3298.0,15708.0,3277.0,15778.0,,,2.76,1.2,2.74,1.3,,,,4047.0,4106.0,8153.0,64.1,64.2,,,200.0,0,0,0,0,1,151.0,8153.0,64.15,5230.1495,0.209957,0.207694,8.4862,52.980132,1.060775,960.736254,,
2018-01-11,2018,1,3,170.45,157.94,0.0,12.51,6.76,1.88,1.29,4.17,7.28,6.19,,,,101.0,104.0,38.2,37.9,7.86,7.82,3357.0,16338.0,3399.0,16398.0,,,2.81,1.33,2.85,1.4,,,,5488.0,5464.0,10952.0,64.3,64.1,,,422.0,0,0,0,0,1,205.0,10952.0,64.2,7031.184,0.205472,0.207281,12.6895,39.02439,1.586188,863.075771,,
2018-01-12,2018,1,4,189.0,152.95,20.82,15.23,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,5969.0,5957.0,11926.0,,,,,432.0,0,0,0,0,1,216.0,11926.0,,,,,,37.037037,,,,
2018-01-13,2018,1,5,185.93,129.92,42.09,13.92,,,,,,,,,,84.0,83.0,,,,,,,,,,,,,,,,,,5354.0,5487.0,10841.0,,,,,327.0,0,0,0,0,1,167.0,10841.0,,,,,,47.904192,,,,
2018-01-14,2018,1,6,0.0,,,,,,,,,,,,,48.0,49.0,,,,,,,,,,,,,,,,,,3607.0,3796.0,7403.0,,,,,295.0,0,0,0,0,1,97.0,7403.0,,,,,,82.474227,,,,
2018-01-15,2018,1,0,217.96,132.97,61.44,23.55,6.97,2.6,1.75,3.92,7.71,6.45,111529.0,,,57.0,57.0,38.2,38.1,8.0,7.97,3297.0,15888.0,3357.0,15958.0,2568.0,2395.0,2.72,1.38,2.72,1.38,22378.0,21917.0,4004.0,3342.0,3494.0,6836.0,63.0,63.9,,,349.0,0,0,0,0,1,114.0,6836.0,63.45,4337.442,0.207515,0.210365,7.353,70.175439,0.919125,929.688562,312.628022,272.76362
2018-01-16,2018,1,1,163.72,105.36,40.94,17.42,7.11,2.13,1.27,4.0,7.62,6.41,,,,99.0,104.0,38.0,38.1,7.96,7.94,3358.0,15918.0,3378.0,16218.0,,,2.59,1.17,2.62,1.15,,,,5687.0,5634.0,11321.0,63.2,63.3,,,343.0,0,0,0,0,1,203.0,11321.0,63.25,7160.5325,0.210956,0.208287,13.0123,39.408867,1.626538,870.022978,,
2018-01-17,2018,1,2,196.26,156.84,22.23,17.19,7.11,2.5,1.71,4.09,7.14,5.92,,,,85.0,87.0,37.9,38.0,7.98,7.95,3378.0,15728.0,3359.0,15928.0,,,2.64,1.29,2.69,1.36,,,,4999.0,4970.0,9969.0,63.2,63.2,,,256.0,0,0,0,0,1,172.0,9969.0,63.2,6300.408,0.214776,0.210886,10.1824,46.511628,1.2728,979.042269,,
2018-01-18,2018,1,3,160.06,105.0,39.35,15.71,6.78,2.81,1.83,4.12,7.16,5.95,,,,44.0,44.0,37.8,38.2,7.85,7.84,3338.0,15848.0,3337.0,15828.0,,,2.63,1.19,2.61,1.18,,,,2801.0,2790.0,5591.0,63.7,63.8,,,200.0,0,0,0,0,1,88.0,5591.0,63.75,3564.2625,0.210626,0.210829,5.236,90.909091,0.6545,1067.799847,,
2018-01-19,2018,1,4,151.14,133.18,,17.96,,,,,,,,,,95.0,94.0,,,,,,,,,,,,,,,,,,4563.0,4650.0,9213.0,,,,,355.0,0,0,0,0,1,189.0,9213.0,,,,,,42.328042,,,,
2018-01-20,2018,1,5,42.07,26.5,,15.57,,,,,,,,,,85.0,84.0,,,,,,,,,,,,,,,,,,4591.0,4656.0,9247.0,,,,,412.0,0,0,0,0,1,169.0,9247.0,,,,,,47.337278,,,,
2018-01-21,2018,1,6,0.0,,,,,,,,,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,3697.0,3712.0,7409.0,,,,,268.0,0,0,0,0,1,120.0,7409.0,,,,,,66.666667,,,,
2018-01-22,2018,1,0,214.42,104.25,86.44,23.73,6.67,3.07,2.1,4.15,7.11,5.99,96621.0,,,38.0,37.0,38.2,38.3,7.92,7.87,3277.0,15818.0,3297.0,15888.0,2889.0,2777.0,2.47,1.2,2.62,1.28,18312.0,20069.0,3943.0,2027.0,2088.0,4115.0,63.3,63.6,,,223.0,0,0,0,0,1,75.0,4115.0,63.45,2610.9675,0.207169,0.207515,4.4925,106.666667,0.561562,915.971063,298.653485,260.290345
2018-01-23,2018,1,1,258.5,183.83,58.82,15.85,6.73,3.23,2.14,4.17,6.99,5.89,,,,92.0,94.0,37.9,38.0,7.97,7.95,3215.0,15568.0,3266.0,15748.0,,,2.62,1.28,2.63,1.19,,,,4473.0,4517.0,8990.0,63.2,63.4,,,422.0,0,0,0,0,1,186.0,8990.0,63.3,5690.67,0.206513,0.207391,10.9554,43.010753,1.369425,820.599887,,
2018-01-24,2018,1,2,85.96,72.3,,13.66,6.83,4.05,2.83,4.11,7.52,6.26,,,,76.0,76.0,38.4,38.1,7.86,7.86,3278.0,15958.0,3236.0,16018.0,,,2.61,1.22,2.79,1.27,,,,4076.0,4172.0,8248.0,62.0,63.5,,,296.0,0,0,0,0,1,152.0,8248.0,62.75,5175.62,0.205414,0.202023,9.5152,52.631579,1.1894,866.823609,,
2018-01-25,2018,1,3,36.89,26.3,,10.59,6.88,3.71,2.57,4.2,7.46,6.17,,,,35.0,35.0,38.0,38.1,8.01,8.0,3216.0,15928.0,3277.0,15978.0,,,2.75,1.2,2.69,1.17,,,,2568.0,2553.0,5121.0,63.6,63.7,,,236.0,0,0,0,0,1,70.0,5121.0,63.65,3259.5165,0.201909,0.205095,4.319,114.285714,0.539875,1185.691132,,
2018-01-26,2018,1,4,26.53,26.53,,,,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,2522.0,2483.0,5005.0,,,,,346.0,0,0,0,0,1,100.0,5005.0,,,,,,80.0,,,,
2018-01-27,2018,1,5,25.16,25.16,,,,,,,,,,,,96.0,96.0,,,,,,,,,,,,,,,,,,4697.0,4694.0,9391.0,,,,,436.0,0,0,0,0,1,192.0,9391.0,,,,,,41.666667,,,,
2018-01-28,2018,1,6,0.0,,,,,,,,,,,,,82.0,88.0,,,,,,,,,,,,,,,,,,4715.0,4263.0,8978.0,,,,,550.0,0,0,0,0,1,170.0,8978.0,,,,,,47.058824,,,,
2018-01-29,2018,1,0,169.04,105.31,41.71,22.02,6.87,2.83,1.81,4.47,6.66,5.57,95718.0,,,104.0,104.0,38.0,38.0,7.88,7.89,3114.0,16048.0,3256.0,16688.0,2792.0,2613.0,2.53,1.28,2.53,1.14,20365.0,21868.0,4062.0,4808.0,4690.0,9498.0,63.9,64.0,,,454.0,0,0,0,0,1,208.0,9498.0,63.95,6073.971,0.194043,0.19511,11.5856,38.461538,1.4482,819.8108,262.543387,250.885099
2018-01-30,2018,1,1,210.93,133.62,64.18,13.13,7.27,3.59,2.22,4.54,6.2,4.99,,,,116.0,115.0,38.1,38.1,7.94,7.92,3155.0,15948.0,3195.0,15898.0,,,2.75,1.2,2.49,1.07,,,,4889.0,4918.0,9807.0,64.4,64.4,,,469.0,0,0,0,0,1,231.0,9807.0,64.4,6315.708,0.19783,0.200969,11.5269,34.632035,1.440863,850.792494,,
2018-01-31,2018,1,2,133.46,79.2,41.29,12.97,7.45,1.85,0.98,4.56,6.13,5.01,,,,120.0,120.0,37.9,37.8,7.85,7.83,3033.0,15738.0,3012.0,15468.0,,,2.66,1.2,2.56,1.16,,,,4846.0,4917.0,9763.0,64.4,64.4,,,341.0,0,0,0,0,1,240.0,9763.0,64.4,6287.372,0.192718,0.194725,12.024,33.333333,1.503,811.959415,,
2018-02-01,2018,2,3,259.48,130.26,110.05,19.17,7.43,2.3,1.41,4.54,6.09,4.85,,,,122.0,122.0,38.0,38.0,7.85,7.84,3055.0,15218.0,3034.0,15318.0,,,2.57,1.1,2.53,1.09,,,,4846.0,4912.0,9758.0,64.4,64.4,,,355.0,0,0,0,0,1,244.0,9758.0,64.4,6284.152,0.200749,0.198068,11.834,32.786885,1.47925,824.573263,,
2018-02-02,2018,2,4,136.67,105.69,14.04,16.94,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,,4962.0,5046.0,10008.0,,,,,404.0,0,0,0,0,1,119.0,10008.0,,,,,,67.226891,,,,
2018-02-03,2018,2,5,210.12,154.26,41.55,14.31,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,3926.0,3975.0,7901.0,,,,,360.0,0,0,0,0,1,78.0,7901.0,,,,,,102.564103,,,,
2018-02-04,2018,2,6,0.0,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,3525.0,3636.0,7161.0,,,,,323.0,0,0,0,0,1,66.0,7161.0,,,,,,121.212121,,,,
2018-02-05,2018,2,0,168.2,107.27,41.54,19.39,7.15,2.54,1.77,4.28,7.07,5.87,98484.0,,,67.0,67.0,38.2,38.3,7.97,7.95,3033.0,15108.0,3155.0,15738.0,2786.0,2684.0,2.53,1.09,2.49,1.07,18680.0,19588.0,3920.0,3167.0,3191.0,6358.0,63.9,64.0,,,317.0,0,0,0,0,1,134.0,6358.0,63.95,4065.941,0.200755,0.20047,7.8658,59.701493,0.983225,808.30939,319.122422,296.830304
2018-02-06,2018,2,1,238.76,129.16,98.92,10.68,7.1,3.28,2.24,4.36,6.84,5.72,,,,67.0,68.0,37.9,38.0,7.85,7.83,3033.0,15248.0,3014.0,15348.0,,,2.47,1.1,2.5,1.17,,,,3485.0,3579.0,7064.0,64.4,64.4,,,328.0,0,0,0,0,1,135.0,7064.0,64.4,4549.216,0.198911,0.196377,7.722,59.259259,0.96525,914.788915,,
2018-02-07,2018,2,2,183.77,132.74,41.88,9.15,7.43,2.52,1.73,4.24,7.0,5.79,,,,80.0,80.0,37.8,38.1,7.99,7.96,3115.0,15338.0,3216.0,15698.0,,,2.56,1.2,2.49,1.17,,,,4028.0,4273.0,8301.0,64.0,64.2,,,333.0,0,0,0,0,1,160.0,8301.0,64.1,5320.941,0.20309,0.204867,9.264,50.0,1.158,896.049223,,
2018-02-08,2018,2,3,140.83,105.8,20.42,14.61,7.42,2.72,1.96,4.2,7.36,6.22,,,,80.0,81.0,37.6,37.7,7.84,7.82,3134.0,15348.0,3073.0,15688.0,,,2.56,1.2,2.69,1.17,,,,4406.0,4550.0,8956.0,64.3,64.4,,,326.0,0,0,0,0,1,161.0,8956.0,64.35,5763.186,0.204196,0.195882,10.0142,49.689441,1.251775,894.330051,,
2018-02-09,2018,2,4,112.71,53.54,40.95,18.22,,,,,,,,,,63.0,64.0,,,,,,,,,,,,,,,,,,3850.0,3838.0,7688.0,,,,,281.0,0,0,0,0,1,127.0,7688.0,,,,,,62.992126,,,,
2018-02-10,2018,2,5,168.47,106.71,41.91,19.85,,,,,,,,,,59.0,58.0,,,,,,,,,,,,,,,,,,3259.0,3330.0,6589.0,,,,,226.0,0,0,0,0,1,117.0,6589.0,,,,,,68.376068,,,,
2018-02-11,2018,2,6,0.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,1149.0,1135.0,2284.0,,,,,0.0,0,0,0,0,1,8.0,2284.0,,,,,,1000.0,,,,
2018-02-12,2018,2,0,0.0,,,,7.08,1.93,1.22,4.25,7.14,5.93,100803.0,3576.0,,54.0,55.0,38.1,38.2,7.84,7.82,3318.0,15478.0,3216.0,15458.0,2545.0,2504.0,2.57,1.2,2.54,1.09,17932.0,18667.0,3909.0,2444.0,2455.0,4899.0,64.2,64.2,,,204.0,0,0,0,0,1,109.0,4899.0,64.2,3145.158,0.214369,0.208048,6.4637,73.394495,0.807962,757.925027,221.389035,210.081454
2018-02-13,2018,2,1,95.92,78.98,,16.94,6.89,2.27,1.49,4.22,6.92,5.82,,,,95.0,95.0,37.9,38.0,7.89,7.87,3094.0,15708.0,3073.0,15658.0,,,2.58,1.11,2.59,1.19,,,,4411.0,4513.0,8924.0,64.0,63.7,,,246.0,0,0,0,0,1,190.0,8924.0,63.85,5697.974,0.19697,0.196258,11.058,42.105263,1.38225,807.017544,,
2018-02-14,2018,2,2,101.67,79.67,,22.0,7.08,2.05,1.38,4.34,7.17,6.08,,,,65.0,65.0,38.1,38.1,8.01,7.98,3073.0,15618.0,3135.0,15598.0,,,2.62,1.08,2.58,1.26,,,,3129.0,3129.0,6258.0,63.6,63.8,,,206.0,0,0,0,0,1,130.0,6258.0,63.7,3986.346,0.19676,0.200987,7.904,61.538462,0.988,791.751012,,
2018-02-15,2018,2,3,82.88,,41.79,41.09,,,,,,,,,,63.0,62.0,,,,,,,,,,,,,,,,,,3089.0,3186.0,6275.0,,,,,230.0,0,0,0,0,1,125.0,6275.0,,,,,,64.0,,,,
2018-02-16,2018,2,4,27.65,27.65,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,1229.0,1238.0,2467.0,,,,,43.0,0,0,0,0,1,26.0,2467.0,,,,,,307.692308,,,,
2018-02-17,2018,2,5,26.97,26.97,,,,,,,,,,,,62.0,62.0,,,,,,,,,,,,,,,,,,2269.0,2336.0,4605.0,,,,,331.0,0,0,0,0,1,124.0,4605.0,,,,,,64.516129,,,,
2018-02-18,2018,2,6,3.99,,,3.99,,,,,,,,,,110.0,109.0,,,,,,,,,,,,,,,,,,3947.0,4115.0,8062.0,,,,,285.0,0,0,0,0,1,219.0,8062.0,,,,,,36.52968,,,,
2018-02-19,2018,2,0,175.75,104.08,41.23,30.44,7.27,1.52,0.71,4.58,6.82,5.9,69555.0,,,95.0,95.0,38.0,38.0,7.88,7.87,3134.0,15598.0,3175.0,15528.0,2755.0,2723.0,2.55,1.1,2.47,1.15,20461.0,16315.0,3806.0,3350.0,3475.0,6825.0,63.5,63.5,,,371.0,0,0,0,0,1,190.0,6825.0,63.5,4333.875,0.200923,0.204469,11.21,42.105263,1.40125,608.831401,259.064123,250.763259
2018-02-20,2018,2,1,186.5,79.34,83.21,23.95,7.19,3.5,2.36,4.6,5.57,4.53,,,,117.0,105.0,37.9,38.0,7.84,7.83,3095.0,15398.0,3136.0,5318.0,,,2.77,1.21,2.77,1.21,,,,3095.0,4111.0,7206.0,63.9,63.6,,,332.0,0,0,0,0,1,222.0,7206.0,63.75,4593.825,0.201,0.589695,10.0566,36.036036,1.257075,716.544359,,
2018-02-21,2018,2,2,206.87,130.51,62.23,14.13,7.15,3.22,2.27,4.63,5.49,4.47,,,,102.0,102.0,37.8,37.9,7.92,7.92,3360.0,15668.0,3299.0,15688.0,,,2.45,1.09,2.58,1.16,,,,3575.0,3641.0,7216.0,64.2,63.9,,,235.0,0,0,0,0,1,204.0,7216.0,64.05,4621.848,0.21445,0.210288,9.1188,39.215686,1.13985,791.332193,,
2018-02-22,2018,2,3,185.83,130.68,41.11,14.04,7.04,3.57,2.44,4.58,5.7,4.67,,,,52.0,52.0,38.0,38.1,7.85,7.84,3034.0,15178.0,3014.0,15258.0,,,2.48,1.01,2.51,1.08,,,,3034.0,2503.0,5537.0,63.6,,,,203.0,0,0,0,0,1,104.0,5537.0,63.6,3521.532,0.199895,0.197536,4.8568,76.923077,0.6071,1140.051062,,
2018-02-23,2018,2,4,146.33,106.45,21.19,18.69,,,,,,,,,,67.0,67.0,,,,,,,,,,,,,,,,,,2743.0,2800.0,5543.0,,,,,319.0,0,0,0,0,1,134.0,5543.0,,,,,,59.701493,,,,
2018-02-24,2018,2,5,214.32,159.24,39.37,15.71,,,,,,,,,,94.0,94.0,,,,,,,,,,,,,,,,,,4341.0,4321.0,8662.0,,,,,390.0,0,0,0,0,1,188.0,8662.0,,,,,,42.553191,,,,
2018-02-25,2018,2,6,0.0,,,,,,,,,,,,,33.0,33.0,,,,,,,,,,,,,,,,,,2152.0,2213.0,4365.0,,,,,97.0,0,0,0,0,1,66.0,4365.0,,,,,,121.212121,,,,
2018-02-26,2018,2,0,233.53,131.57,79.28,22.68,6.72,3.24,2.38,4.27,7.35,6.24,97197.0,3539.0,,88.0,89.0,37.8,37.8,7.84,7.81,3115.0,15328.0,3157.0,15478.0,,,2.45,1.19,2.48,1.06,20976.0,18252.0,3802.0,4238.0,4145.0,8383.0,64.1,63.8,,,402.0,0,0,0,0,1,177.0,8383.0,63.95,5360.9285,0.203223,0.203967,11.0448,45.19774,1.3806,758.99971,,
2018-02-27,2018,2,1,216.77,158.83,41.49,16.45,7.05,3.54,2.58,4.45,7.14,5.85,,,,95.0,96.0,38.0,38.1,8.04,8.0,3196.0,15338.0,3135.0,15328.0,,,2.46,1.05,2.58,1.07,,,,4761.0,4685.0,9446.0,63.5,63.4,,,371.0,0,0,0,0,1,191.0,9446.0,63.45,5993.487,0.208371,0.204528,11.1735,41.884817,1.396687,845.393118,,
2018-02-28,2018,2,2,138.93,105.78,20.76,12.39,6.95,3.23,2.14,4.36,7.59,6.39,,,,9.0,96.0,38.1,38.2,7.88,7.87,3135.0,15388.0,3197.0,15483.0,,,2.61,1.18,2.5,1.07,,,,5243.0,5064.0,10307.0,63.7,63.6,,,348.0,0,0,0,0,1,105.0,10307.0,63.65,6560.4055,0.20373,0.206485,6.7095,76.190476,0.838687,1536.180043,,
2018-03-01,2018,3,3,233.08,131.78,81.34,19.96,,,,,,,,,,110.0,111.0,,,,,,,,,,,,,,,,,,5810.0,5745.0,11555.0,,,,,452.0,0,0,0,0,1,221.0,11555.0,,,,,,36.199095,,,,
2018-03-02,2018,3,4,209.18,133.46,60.84,14.88,,,,,,,,,,102.0,102.0,,,,,,,,,,,,,,,,,,5196.0,5167.0,10363.0,,,,,390.0,0,0,0,0,1,204.0,10363.0,,,,,,39.215686,,,,
2018-03-03,2018,3,5,111.12,54.65,39.95,16.52,,,,,,,,,,95.0,96.0,,,,,,,,,,,,,,,,,,5168.0,5153.0,10321.0,,,,,338.0,0,0,0,0,1,191.0,10321.0,,,,,,41.884817,,,,
2018-03-04,2018,3,6,0.0,,,,,,,,,,,,,80.0,79.0,,,,,,,,,,,,,,,,,,4868.0,4894.0,9762.0,,,,,409.0,0,0,0,0,1,159.0,9762.0,,,,,,50.314465,,,,
2018-03-05,2018,3,0,243.01,132.22,87.03,23.76,6.83,3.48,2.63,4.41,7.94,6.78,109763.0,,,96.0,96.0,37.9,37.9,8.06,8.04,3217.0,15438.0,3095.0,15388.0,2614.0,3063.0,2.47,1.1,2.58,1.26,18911.0,18777.0,3890.0,6316.0,6179.0,12495.0,63.9,63.7,,,454.0,0,0,0,0,1,192.0,12495.0,63.8,7971.81,0.208382,0.201131,13.0176,41.666667,1.6272,959.854351,352.914976,397.336546
2018-03-06,2018,3,1,204.61,105.98,82.96,15.67,6.86,3.47,2.47,4.61,6.92,5.71,,,,56.0,64.0,38.0,38.1,8.11,8.09,3095.0,15338.0,3197.0,15248.0,,,2.54,1.19,2.53,1.18,,,,4513.0,4371.0,8884.0,66.2,65.5,,,381.0,0,0,0,0,1,120.0,8884.0,65.85,5850.114,0.201786,0.209667,6.852,66.666667,0.8565,1296.55575,,
2018-03-07,2018,3,2,265.52,158.83,95.15,11.54,6.97,2.42,1.52,4.69,6.45,5.24,,,,108.0,108.0,38.0,38.0,8.08,8.06,3176.0,15248.0,3216.0,15308.0,,,2.48,1.11,2.5,1.07,,,,5468.0,5484.0,10952.0,66.5,66.2,,,488.0,0,0,0,0,1,216.0,10952.0,66.35,7266.652,0.20829,0.210086,11.3184,37.037037,1.4148,967.627933,,
2018-03-08,2018,3,3,164.15,107.9,40.81,15.44,7.02,3.14,2.05,4.59,6.84,5.58,,,,109.0,109.0,38.0,,8.01,8.02,3197.0,15418.0,3237.0,15378.0,,,2.46,1.0,2.52,1.02,,,,5292.0,5462.0,10754.0,63.8,63.7,,,463.0,0,0,0,0,1,218.0,10754.0,63.75,6855.675,0.207355,0.210496,12.1644,36.697248,1.52055,884.055112,,
2018-03-09,2018,3,4,188.39,132.89,41.5,14.0,,,,,,,,,,118.0,119.0,,,,,,,,,,,,,,,,,,5495.0,5446.0,10941.0,,,,,354.0,0,0,0,0,1,237.0,10941.0,,,,,,33.755274,,,,
2018-03-10,2018,3,5,113.11,53.6,41.66,17.85,,,,,,,,,,120.0,120.0,,,,,,,,,,,,,,,,,,5527.0,5667.0,11194.0,,,,,433.0,0,0,0,0,1,240.0,11194.0,,,,,,33.333333,,,,
2018-03-11,2018,3,6,0.0,,,,,,,,,,,,,106.0,99.0,,,,,,,,,,,,,,,,,,6313.0,6664.0,12977.0,,,,,326.0,0,0,0,0,1,205.0,12977.0,,,,,,39.02439,,,,
2018-03-12,2018,3,0,254.56,131.46,101.29,21.81,6.95,2.61,1.82,4.43,6.62,5.48,98971.0,,,99.0,98.0,37.9,38.0,7.78,7.8,3460.0,15280.0,3562.0,15198.0,3032.0,2734.0,3.47,1.86,2.49,1.17,32206.0,21656.0,3850.0,7252.0,7900.0,15152.0,63.9,63.5,,,311.0,0,0,0,0,1,197.0,15152.0,63.7,9651.824,0.22644,0.234373,10.7956,40.609137,1.34945,1403.534773,229.556727,217.274932
2018-03-13,2018,3,1,209.48,156.66,40.86,11.96,6.83,2.84,1.85,4.4,8.05,6.6,,,,95.0,95.0,38.0,38.0,7.83,7.84,3257.0,15018.0,3114.0,14908.0,,,2.57,1.2,2.59,1.26,,,,7864.0,8305.0,16169.0,63.8,63.7,,,353.0,0,0,0,0,1,190.0,16169.0,63.75,10307.7375,0.216873,0.208881,12.54,42.105263,1.5675,1289.393939,,
2018-03-14,2018,3,2,138.88,79.96,40.75,18.17,6.52,2.9,2.12,4.37,7.07,6.42,,,,108.0,108.0,38.2,38.1,7.9,7.87,3034.0,15128.0,3054.0,15248.0,,,2.62,1.28,2.59,1.21,,,,8451.0,8728.0,17179.0,66.6,66.2,,,409.0,0,0,0,0,1,216.0,17179.0,66.4,11406.856,0.200555,0.200289,13.8672,37.037037,1.7334,1238.822545,,
2018-03-15,2018,3,3,342.56,209.35,118.81,14.4,7.01,2.86,1.99,4.44,7.03,5.82,,,,107.0,108.0,38.0,37.9,7.9,7.89,3135.0,14988.0,3095.0,14918.0,,,2.63,1.28,2.54,1.19,,,,7695.0,7824.0,15519.0,66.7,66.4,,,405.0,0,0,0,0,1,215.0,15519.0,66.55,10327.8945,0.209167,0.207467,12.513,37.209302,1.564125,1240.230161,,
2018-03-16,2018,3,4,249.27,133.36,99.41,16.5,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,6829.0,6843.0,13672.0,,,,,385.0,0,0,0,0,1,216.0,13672.0,,,,,,37.037037,,,,
2018-03-17,2018,3,5,110.72,53.45,40.54,16.73,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,6736.0,6526.0,13262.0,,,,,380.0,0,0,0,0,1,216.0,13262.0,,,,,,37.037037,,,,
2018-03-18,2018,3,6,0.0,,,,,,,,,,,,,76.0,77.0,,,,,,,,,,,,,,,,,,7617.0,7163.0,14780.0,,,,,285.0,0,0,0,0,1,153.0,14780.0,,,,,,52.287582,,,,
2018-03-19,2018,3,0,238.85,133.29,85.55,20.01,6.67,4.68,3.5,4.25,7.17,5.86,,,,20.0,19.0,38.3,38.1,7.82,7.8,2871.0,15198.0,2994.0,14998.0,2843.0,2816.0,2.58,1.26,2.46,1.2,,,3890.0,3772.0,3618.0,7390.0,,,,,182.0,0,0,0,0,1,39.0,7390.0,,,0.188906,0.199627,2.2854,205.128205,0.285675,3233.569616,239.943272,225.132357
