date,year,month,dow,intake_total_tpd,intake_foodww_tpd,intake_manure_tpd,intake_food_tpd,leach_pH,leach_TS_pct,leach_VS_pct,acid_pH,acid_TS_pct,acid_VS_pct,acid_CODcr_mgL,acid_TN_mgL,acid_NH3N_mgL,feed_A_tpd,feed_B_tpd,dig_T_A_C,dig_T_B_C,dig_pH_A,dig_pH_B,VFA_A_mgL,ALK_A_mgL,VFA_B_mgL,ALK_B_mgL,NH3N_A_mgL,NH3N_B_mgL,dig_TS_A_pct,dig_VS_A_pct,dig_TS_B_pct,dig_VS_B_pct,dig_CODcr_A_mgL,dig_CODcr_B_mgL,dig_TN_A_mgL,biogas_A_m3d,biogas_B_m3d,biogas_AB_raw_m3d,CH4_A_pct,CH4_B_pct,gasconc_CH4_pct,gasconc_CO2_pct,dewater_tpd,flag_TA_sensor_fault,flag_TB_sensor_fault,flag_ALKB_corrupted,flag_feed_frozen,flag_regime_2018,feed_AB_tpd,biogas_AB_m3d,CH4_pct,CH4_m3d,VFA_ALK_A,VFA_ALK_B,VS_load_tpd,HRT_d,OLR_kgVS_m3d,gas_per_VS_m3tVS,FAN_A_mgL,FAN_B_mgL
2022-06-11,2022,6,5,208.73,107.76,79.55,21.42,,,,,,,,,,92.0,92.0,,,,,,,,,,,,,,,,,,6165.0,5392.0,11557.0,,,,,314.0,0,0,0,0,0,184.0,11557.0,,,,,,43.478261,,,,
2022-06-12,2022,6,6,0.0,0.0,0.0,0.0,,,,,,,,,,94.0,94.0,,,,,,,,,,,,,,,,,,6287.0,5508.0,11795.0,,,,,348.0,0,0,0,0,0,188.0,11795.0,,,,,,42.553191,,,,
2022-06-13,2022,6,0,293.24,188.45,82.13,22.66,7.4,3.3,1.91,4.38,6.47,4.56,177596.0,5937.0,,98.0,98.0,38.0,38.1,,8.02,2885.0,17939.0,2789.0,18129.0,,,2.71,1.08,2.7,1.13,25033.0,24296.0,5349.0,6244.0,5525.0,11769.0,63.9,64.1,,,343.0,0,0,0,0,0,196.0,11769.0,64.0,7532.16,0.160823,0.153842,8.9376,40.816327,1.1172,1316.796455,,
2022-06-14,2022,6,1,341.2,239.92,91.7,9.58,7.61,3.65,2.05,4.31,6.51,4.68,180243.0,,,102.0,102.0,38.0,38.1,8.01,8.01,2652.0,17749.0,2814.0,17872.0,,,2.68,1.1,2.81,1.14,27387.0,26691.0,,6572.0,5765.0,12337.0,63.8,63.9,63.85,36.14,453.0,0,0,0,0,0,204.0,12337.0,63.85,7877.1745,0.149417,0.157453,9.5472,39.215686,1.1934,1292.211329,,
2022-06-15,2022,6,2,357.41,157.1,180.12,20.19,,,,,,,,,,102.0,102.0,,,,,,,,,,,,,,,,,,6842.0,6058.0,12900.0,,,,99.99,347.0,0,0,0,0,0,204.0,12900.0,,,,,,39.215686,,,,
2022-06-16,2022,6,3,270.83,187.57,75.35,7.91,7.58,3.19,1.9,4.22,6.98,5.07,145869.0,,,102.0,102.0,,,8.05,8.04,3039.0,18238.0,3141.0,18119.0,,,2.71,1.08,2.77,1.13,32117.0,30972.0,,7211.0,6397.0,13608.0,63.2,63.1,,,377.0,0,0,0,0,0,204.0,13608.0,63.15,8593.452,0.16663,0.173354,10.3428,39.215686,1.29285,1315.697877,,
2022-06-17,2022,6,4,199.07,137.45,44.9,16.72,7.51,3.08,2.07,4.18,7.13,5.58,160825.0,,,102.0,102.0,38.0,38.0,8.0,7.99,3252.0,17869.0,3091.0,17960.0,,,2.82,1.28,2.81,1.27,31954.0,31106.0,,7011.0,6211.0,13222.0,64.3,64.2,,,315.0,0,0,0,0,0,204.0,13222.0,64.25,8495.135,0.181991,0.172105,11.3832,39.215686,1.4229,1161.536299,,
2022-06-18,2022,6,5,266.4,108.99,136.85,20.56,,,,,,,,,,104.0,104.0,,,,,,,,,,,,,,,,,,7022.0,6179.0,13201.0,,,,,403.0,0,0,0,0,0,208.0,13201.0,,,,,,38.461538,,,,
2022-06-19,2022,6,6,27.4,27.4,0.0,0.0,,,,,,,,,,106.0,106.0,,,,,,,,,,,,,,,,,,7014.0,6173.0,13187.0,,,,,339.0,0,0,0,0,0,212.0,13187.0,,,,,,37.735849,,,,
2022-06-20,2022,6,0,347.17,190.32,131.86,24.99,7.72,2.61,1.42,4.18,6.65,4.66,163623.0,6913.0,,108.0,108.0,38.0,38.0,7.95,7.96,3311.0,17425.0,3429.0,17669.0,,,2.72,1.19,2.72,1.02,26551.0,23552.0,5667.0,6960.0,6133.0,13093.0,63.6,63.7,,,385.0,0,0,0,0,0,216.0,13093.0,63.65,8333.6945,0.190014,0.194069,10.0656,37.037037,1.2582,1300.766969,,
2022-06-21,2022,6,1,272.69,186.58,75.43,10.68,7.4,3.28,1.86,4.28,6.72,4.68,170816.0,,,108.0,108.0,38.0,38.0,7.98,7.98,3159.0,17755.0,3235.0,17859.0,,,2.83,1.25,2.79,1.19,28462.0,26720.0,,7005.0,5902.0,12907.0,63.8,64.0,,,317.0,0,0,0,0,0,216.0,12907.0,63.9,8247.573,0.177922,0.181141,10.1088,37.037037,1.2636,1276.808325,,
2022-06-22,2022,6,2,152.52,130.66,0.0,21.86,7.74,3.04,1.64,4.27,6.63,4.89,175869.0,,,108.0,108.0,38.0,38.0,8.0,8.0,3309.0,17629.0,3167.0,18094.0,,,2.84,1.29,2.64,1.12,27810.0,28491.0,,8406.0,5845.0,14251.0,63.4,63.7,63.55,36.44,316.0,0,0,0,0,0,216.0,14251.0,63.55,9056.5105,0.187702,0.17503,10.5624,37.037037,1.3203,1349.219874,,
2022-06-23,2022,6,3,237.31,134.75,88.83,13.73,7.61,3.92,2.24,4.38,6.15,4.59,144672.0,,,108.0,108.0,38.0,38.0,8.01,8.03,2986.0,17419.0,3349.0,17750.0,,,2.69,1.27,2.74,1.15,23457.0,24507.0,,9090.0,6042.0,15132.0,63.2,63.5,63.35,36.64,315.0,0,0,0,0,0,216.0,15132.0,63.35,9586.122,0.171422,0.188676,9.9144,37.037037,1.2393,1526.264827,,
2022-06-24,2022,6,4,268.94,165.87,88.17,14.9,8.09,3.58,2.11,4.59,6.04,4.39,151648.0,,,110.0,105.0,38.0,38.0,8.03,8.06,3548.0,17719.0,3280.0,17464.0,,,2.98,1.56,2.79,1.26,25372.0,26361.0,,8940.0,5597.0,14537.0,63.5,64.4,63.95,36.04,422.0,0,0,0,0,0,215.0,14537.0,63.95,9296.4115,0.200237,0.187815,9.4385,37.209302,1.179812,1540.181173,,
2022-06-25,2022,6,5,212.52,135.56,54.63,22.33,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,8211.0,5207.0,13418.0,,,,99.99,391.0,0,0,0,0,0,224.0,13418.0,,,,,,35.714286,,,,
2022-06-26,2022,6,6,28.0,28.0,0.0,0.0,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,8364.0,5463.0,13827.0,,,,,339.0,0,0,0,0,0,224.0,13827.0,,,,,,35.714286,,,,
2022-06-27,2022,6,0,281.75,215.98,38.63,27.14,7.58,5.41,3.35,5.45,4.77,2.95,122746.0,5460.0,,112.0,112.0,38.2,39.0,8.06,8.1,3260.0,18036.0,2869.0,17825.0,,,2.89,1.23,2.73,1.15,25345.0,28213.0,5144.0,8561.0,5388.0,13949.0,67.5,68.4,,,450.0,0,0,0,0,0,224.0,13949.0,67.95,9478.3455,0.18075,0.160954,6.608,35.714286,0.826,2110.92615,,
2022-06-28,2022,6,1,320.89,218.4,90.7,11.79,7.75,3.77,1.97,5.59,5.08,2.98,125980.0,,,103.0,112.0,38.2,39.0,8.08,8.05,3421.0,18219.0,2738.0,18024.0,,,2.88,1.08,2.59,0.94,23707.0,26999.0,,8054.0,5045.0,13099.0,68.6,69.3,68.95,31.04,327.0,0,0,0,0,0,215.0,13099.0,68.95,9031.7605,0.187771,0.151909,6.407,37.209302,0.800875,2044.482597,,
2022-06-29,2022,6,2,327.3,214.93,89.77,22.6,7.85,3.28,1.85,5.65,5.46,3.37,134087.0,,,80.0,112.0,38.2,39.0,8.06,8.08,2889.0,18095.0,2563.0,18236.0,,,2.89,1.18,2.95,1.13,25167.0,24482.0,,7373.0,5264.0,12637.0,69.4,70.1,69.75,30.24,315.0,0,0,0,0,0,192.0,12637.0,69.75,8814.3075,0.159657,0.140546,6.4704,41.666667,0.8088,1953.047725,,
2022-06-30,2022,6,3,284.09,187.87,82.11,14.11,7.93,2.77,1.5,5.82,5.08,3.16,135316.0,,,87.0,112.0,38.2,39.0,8.07,8.06,2931.0,18169.0,2688.0,18054.0,,,2.71,1.08,2.49,1.03,24528.0,24047.0,,5562.0,5352.0,10914.0,69.6,70.5,70.05,29.94,343.0,0,0,0,0,0,199.0,10914.0,70.05,7645.257,0.161319,0.148887,6.2884,40.201005,0.78605,1735.576617,,
2022-07-01,2022,7,4,294.43,192.12,85.22,17.09,7.64,3.04,1.59,5.86,5.33,3.43,140814.0,,,112.0,112.0,38.2,39.0,8.04,8.04,3104.0,18026.0,2829.0,18115.0,,,2.88,1.27,2.8,1.14,25691.0,26174.0,,5624.0,5241.0,10865.0,69.8,70.1,69.95,30.04,312.0,0,0,0,0,0,224.0,10865.0,69.95,7600.0675,0.172196,0.156169,7.6832,35.714286,0.9604,1414.124323,,
2022-07-02,2022,7,5,247.08,136.1,89.15,21.83,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,5741.0,5318.0,11059.0,,,,99.99,315.0,0,0,0,0,0,224.0,11059.0,,,,,,35.714286,,,,
2022-07-03,2022,7,6,27.95,27.95,0.0,0.0,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,5667.0,5291.0,10958.0,,,,,316.0,0,0,0,0,0,224.0,10958.0,,,,,,35.714286,,,,
2022-07-04,2022,7,0,305.23,187.57,89.47,28.19,7.73,2.49,1.21,5.65,5.39,3.38,142140.0,5161.0,,112.0,112.0,38.5,39.4,8.02,8.01,2919.0,18140.0,2774.0,18299.0,,,2.83,1.19,2.67,1.03,28400.0,25588.0,5295.0,5716.0,5310.0,11026.0,69.2,69.3,,,315.0,0,0,0,0,0,224.0,11026.0,69.25,7635.505,0.160915,0.151593,7.5712,35.714286,0.9464,1456.308115,,
2022-07-05,2022,7,1,262.71,161.59,82.65,18.47,7.86,2.89,1.63,5.9,5.45,3.7,146252.0,,,112.0,112.0,38.5,39.4,8.04,8.03,3105.0,18284.0,2949.0,18150.0,,,2.9,1.28,2.88,1.23,27318.0,26375.0,,5570.0,5187.0,10757.0,68.7,68.8,68.75,31.24,351.0,0,0,0,0,0,224.0,10757.0,68.75,7395.4375,0.169821,0.162479,8.288,35.714286,1.036,1297.900579,,
2022-07-06,2022,7,2,293.4,187.78,84.39,21.23,7.79,2.62,1.39,5.61,5.51,3.76,150614.0,,,108.0,109.0,38.5,39.4,8.05,8.04,2946.0,17943.0,2768.0,18518.0,,,2.88,1.18,2.81,1.15,25472.0,27123.0,,5478.0,5072.0,10550.0,68.3,68.5,68.4,31.59,321.0,0,0,0,0,0,217.0,10550.0,68.4,7216.2,0.164187,0.149476,8.1592,36.866359,1.0199,1293.018923,,
2022-07-07,2022,7,3,238.57,137.89,87.48,13.2,7.19,2.56,1.66,5.94,5.37,3.72,133961.0,,,109.0,110.0,38.5,39.4,8.06,8.06,3176.0,18260.0,3099.0,18331.0,,,2.88,1.28,2.86,1.31,28694.0,27332.0,,5593.0,5145.0,10738.0,68.7,68.8,68.75,31.24,337.0,0,0,0,0,0,219.0,10738.0,68.75,7382.375,0.173932,0.169058,8.1468,36.52968,1.01835,1318.063534,,
2022-07-08,2022,7,4,250.26,192.32,41.63,16.31,7.87,2.88,1.69,6.01,5.44,3.41,141093.0,,,108.0,108.0,38.5,39.4,8.07,8.07,3349.0,18045.0,3165.0,18238.0,,,2.91,1.31,2.92,1.28,30315.0,26807.0,,5356.0,5113.0,10469.0,68.5,68.8,68.65,31.34,339.0,0,0,0,0,0,216.0,10469.0,68.65,7186.9685,0.185592,0.173539,7.3656,37.037037,0.9207,1421.337026,,
2022-07-09,2022,7,5,309.25,136.62,149.06,23.57,,,,,,,,,,103.0,103.0,,,,,,,,,,,,,,,,,,5216.0,5080.0,10296.0,,,,99.99,332.0,0,0,0,0,0,206.0,10296.0,,,,,,38.834951,,,,
2022-07-10,2022,7,6,26.53,26.53,0.0,0.0,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,5283.0,4967.0,10250.0,,,,,364.0,0,0,0,0,0,224.0,10250.0,,,,,,35.714286,,,,
2022-07-11,2022,7,0,254.52,188.02,38.32,28.18,7.77,2.71,1.42,5.85,4.83,2.9,143079.0,6027.0,,112.0,112.0,38.3,39.3,8.09,8.09,2925.0,18169.0,2794.0,18362.0,,,2.66,0.97,2.6,0.94,22072.0,24762.0,5646.0,5497.0,5205.0,10702.0,69.3,69.4,,,337.0,0,0,0,0,0,224.0,10702.0,69.35,7421.837,0.160988,0.152162,6.496,35.714286,0.812,1647.475369,,
2022-07-12,2022,7,1,349.36,241.98,91.71,15.67,7.69,3.07,1.7,5.83,5.09,3.13,138381.0,,,104.0,104.0,38.3,39.3,8.1,8.1,2719.0,18364.0,2548.0,18461.0,,,2.69,1.07,2.62,1.05,23410.0,24381.0,,5128.0,4929.0,10057.0,69.3,69.2,69.25,30.74,370.0,0,0,0,0,0,208.0,10057.0,69.25,6964.4725,0.148061,0.138021,6.5104,38.461538,0.8138,1544.759155,,
2022-07-13,2022,7,2,411.11,212.17,178.78,20.16,7.93,4.23,2.62,5.85,5.32,3.58,145063.0,,,112.0,112.0,38.3,39.3,8.1,8.1,2961.0,18195.0,2729.0,18226.0,,,2.95,1.19,2.87,1.13,28628.0,26738.0,,5600.0,5197.0,10797.0,68.8,68.7,68.75,31.24,328.0,0,0,0,0,0,224.0,10797.0,68.75,7422.9375,0.162737,0.149731,8.0192,35.714286,1.0024,1346.393655,,
2022-07-14,2022,7,3,257.09,165.83,77.39,13.87,7.66,3.99,2.27,5.85,5.34,3.31,157809.0,,,112.0,112.0,38.3,39.3,8.09,8.09,2844.0,18313.0,2596.0,18169.0,,,2.57,0.97,2.59,1.03,22585.0,28393.0,,5846.0,5491.0,11337.0,68.5,68.8,68.65,31.34,386.0,0,0,0,0,0,224.0,11337.0,68.65,7782.8505,0.1553,0.142881,7.4144,35.714286,0.9268,1529.051575,,
2022-07-15,2022,7,4,154.7,138.09,0.0,16.61,7.66,3.24,1.88,5.87,5.31,3.57,152430.0,,,112.0,112.0,38.3,39.3,8.1,8.1,2762.0,18099.0,2674.0,18216.0,,,2.72,1.08,2.49,1.03,24160.0,26820.0,,6042.0,5638.0,11680.0,68.9,68.9,68.9,31.09,309.0,0,0,0,0,0,224.0,11680.0,68.9,8047.52,0.152605,0.146794,7.9968,35.714286,0.9996,1460.584234,,
2022-07-16,2022,7,5,223.21,110.08,88.33,24.8,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,6018.0,5622.0,11640.0,,,,99.99,313.0,0,0,0,0,0,224.0,11640.0,,,,,,35.714286,,,,
2022-07-17,2022,7,6,0.0,0.0,0.0,0.0,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,5924.0,5632.0,11556.0,,,,,363.0,0,0,0,0,0,224.0,11556.0,,,,,,35.714286,,,,
2022-07-18,2022,7,0,397.98,187.44,180.58,29.96,7.77,1.59,0.94,5.57,5.11,3.09,157256.0,5363.0,,112.0,112.0,38.5,39.6,8.14,8.16,2719.0,18428.0,2574.0,18392.0,,,2.61,0.98,2.59,0.85,23080.0,31523.0,5914.0,5856.0,5551.0,11407.0,68.8,68.9,,,334.0,0,0,0,0,0,224.0,11407.0,68.85,7853.7195,0.147547,0.139952,6.9216,35.714286,0.8652,1648.029357,,
2022-07-19,2022,7,1,334.47,239.39,77.16,17.92,7.48,4.26,2.62,5.89,5.12,3.29,150835.0,,,108.0,108.0,38.5,39.6,8.12,8.14,2865.0,18175.0,2661.0,17288.0,,,2.7,1.17,2.61,1.04,24304.0,26632.0,,5430.0,5272.0,10702.0,69.2,69.4,69.3,30.69,406.0,0,0,0,0,0,216.0,10702.0,69.3,7416.486,0.157634,0.153922,7.1064,37.037037,0.8883,1505.966453,,
2022-07-20,2022,7,2,183.49,161.55,0.0,21.94,7.99,2.95,1.4,5.91,5.19,3.24,156906.0,,,112.0,112.0,38.5,39.6,8.12,8.13,2659.0,18352.0,2835.0,18041.0,,,2.67,0.97,2.69,0.94,23416.0,26884.0,,5654.0,5264.0,10918.0,69.5,69.8,69.65,30.34,315.0,0,0,0,0,0,224.0,10918.0,69.65,7604.387,0.144889,0.157142,7.2576,35.714286,0.9072,1504.354056,,
2022-07-21,2022,7,3,241.02,137.46,87.59,15.97,8.19,2.66,1.21,5.99,5.1,3.09,156434.0,,,112.0,112.0,38.5,39.6,8.13,8.12,2486.0,18117.0,2625.0,18385.0,,,2.56,0.77,2.48,0.75,29796.0,28833.0,,5727.0,5291.0,11018.0,68.9,69.1,69.0,30.99,283.0,0,0,0,0,0,224.0,11018.0,69.0,7602.42,0.137219,0.142779,6.9216,35.714286,0.8652,1591.828479,,
2022-07-22,2022,7,4,334.83,137.33,180.32,17.18,7.92,3.64,2.09,5.97,5.31,3.39,160450.0,,,112.0,112.0,38.5,39.6,8.15,8.14,2667.0,18394.0,2940.0,18574.0,,,2.48,0.97,2.8,1.14,27934.0,30391.0,,5546.0,5181.0,10727.0,69.4,69.6,69.5,30.49,423.0,0,0,0,0,0,224.0,10727.0,69.5,7455.265,0.144993,0.158286,7.5936,35.714286,0.9492,1412.636957,,
2022-07-23,2022,7,5,187.76,108.14,56.02,23.6,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,5382.0,4055.0,9437.0,,,,99.99,384.0,0,0,0,0,0,224.0,9437.0,,,,,,35.714286,,,,
2022-07-24,2022,7,6,0.0,0.0,0.0,0.0,,,,,,,,,,112.0,112.0,,,,,,,,,,,,,,,,,,5323.0,6019.0,11342.0,,,,,319.0,0,0,0,0,0,224.0,11342.0,,,,,,35.714286,,,,
2022-07-25,2022,7,0,283.3,215.96,38.57,28.77,7.87,3.35,1.7,5.68,4.67,2.82,126459.0,5641.0,,116.0,116.0,39.2,40.1,8.16,8.17,2518.0,18502.0,2654.0,18321.0,,,2.49,0.97,2.6,0.85,2272.0,29097.0,5674.0,5163.0,4856.0,10019.0,69.6,69.9,,,197.0,0,0,0,0,0,232.0,10019.0,69.75,6988.2525,0.136093,0.144861,6.5424,34.482759,0.8178,1531.395207,,
2022-07-26,2022,7,1,295.25,185.71,91.39,18.15,7.84,4.16,2.45,5.54,5.1,3.37,140251.0,,,120.0,120.0,39.2,40.2,8.13,8.14,2436.0,18137.0,2839.0,17984.0,,,2.68,1.08,2.76,1.12,28446.0,30416.0,,5475.0,5060.0,10535.0,69.1,69.2,69.15,30.84,291.0,0,0,0,0,0,240.0,10535.0,69.15,7284.9525,0.134311,0.157863,8.088,33.333333,1.011,1302.546983,,
2022-07-27,2022,7,2,389.21,187.46,179.4,22.35,7.86,2.8,1.61,5.67,4.99,3.19,144183.0,,,115.0,115.0,39.2,40.2,8.12,8.12,2764.0,18270.0,2604.0,18116.0,,,2.75,1.16,2.62,1.05,30426.0,29088.0,,5547.0,5082.0,10629.0,68.8,68.6,68.7,31.29,291.0,0,0,0,0,0,230.0,10629.0,68.7,7302.123,0.151286,0.14374,7.337,34.782609,0.917125,1448.684749,,
2022-07-28,2022,7,3,231.04,138.91,76.79,15.34,7.69,1.95,1.22,5.81,4.91,3.27,170974.0,,,120.0,120.0,39.2,40.2,8.12,8.12,2697.0,18430.0,2801.0,18307.0,,,2.7,1.08,2.59,1.04,30476.0,32388.0,,5664.0,5225.0,10889.0,68.4,68.3,68.35,31.64,246.0,0,0,0,0,0,240.0,10889.0,68.35,7442.6315,0.146337,0.153002,7.848,33.333333,0.981,1387.487258,,
2022-07-29,2022,7,4,155.63,138.35,0.0,17.28,7.71,2.38,1.29,5.94,5.05,3.28,188356.0,,,120.0,120.0,39.2,40.2,8.13,8.13,2812.0,18540.0,2697.0,18290.0,,,2.72,1.12,2.61,1.1,29518.0,30895.0,,5704.0,5151.0,10855.0,68.8,68.8,,,197.0,0,0,0,0,0,240.0,10855.0,68.8,7468.24,0.151672,0.147458,7.872,33.333333,0.984,1378.938008,,
2022-07-30,2022,7,5,299.25,138.54,135.88,24.83,,,,,,,,,,120.0,120.0,,,,,,,,,,,,,,,,,,5688.0,5191.0,10879.0,,,,,187.0,0,0,0,0,0,240.0,10879.0,,,,,,33.333333,,,,
2022-07-31,2022,7,6,0.0,0.0,0.0,0.0,,,,,,,,,,120.0,120.0,,,,,,,,,,,,,,,,,,5617.0,5173.0,10790.0,,,,,272.0,0,0,0,0,0,240.0,10790.0,,,,,,33.333333,,,,
2022-08-01,2022,8,0,355.14,215.88,109.79,29.47,8.03,2.41,1.04,5.88,4.67,2.87,139245.0,5152.0,,120.0,120.0,39.3,40.2,8.1,8.1,2997.0,18841.0,3108.0,18530.0,,,2.68,1.07,2.74,1.06,27766.0,27678.0,6148.0,5522.0,5052.0,10574.0,69.1,68.9,,,242.0,0,0,0,0,0,240.0,10574.0,69.0,7296.06,0.159068,0.167728,6.888,33.333333,0.861,1535.133566,,
2022-08-02,2022,8,1,285.11,183.8,84.24,17.07,7.75,2.88,1.69,6.0,4.96,2.97,146203.0,,,120.0,120.0,39.3,40.2,8.1,8.1,3285.0,18530.0,2980.0,18337.0,,,2.79,1.19,2.87,1.27,26917.0,28138.0,,5345.0,4958.0,10303.0,68.9,68.7,68.8,31.19,331.0,0,0,0,0,0,240.0,10303.0,68.8,7088.464,0.17728,0.162513,7.128,33.333333,0.891,1445.426487,,
2022-08-03,2022,8,2,275.33,214.29,38.76,22.28,7.6,2.23,1.22,5.72,4.85,3.0,142904.0,,,120.0,120.0,39.3,40.2,8.08,8.08,3221.0,18173.0,3184.0,18281.0,,,2.66,1.06,2.49,0.94,28106.0,31614.0,,5439.0,4906.0,10345.0,69.3,69.1,69.2,30.79,241.0,0,0,0,0,0,240.0,10345.0,69.2,7158.74,0.177241,0.17417,7.2,33.333333,0.9,1436.805556,,
2022-08-04,2022,8,3,243.68,138.64,88.31,16.73,,,,,,,,,,120.0,120.0,,,,,,,,,,,,,,,,,,5418.0,4951.0,10369.0,,,,99.99,269.0,0,0,0,0,0,240.0,10369.0,,,,,,33.333333,,,,
2022-08-05,2022,8,4,192.75,110.11,64.61,18.03,7.86,3.86,2.34,5.63,4.64,2.98,139438.0,,,120.0,120.0,39.3,40.2,8.07,8.06,3008.0,18440.0,3361.0,18562.0,,,2.79,1.17,2.75,1.12,29770.0,27094.0,,5435.0,5013.0,10448.0,68.6,68.3,68.45,31.54,352.0,0,0,0,0,0,240.0,10448.0,68.45,7151.656,0.163124,0.181069,7.152,33.333333,0.894,1460.850112,,
2022-08-06,2022,8,5,284.38,109.92,148.88,25.58,,,,,,,,,,120.0,120.0,,,,,,,,,,,,,,,,,,5307.0,4906.0,10213.0,,,,99.99,224.0,0,0,0,0,0,240.0,10213.0,,,,,,33.333333,,,,
2022-08-07,2022,8,6,0.0,0.0,0.0,0.0,,,,,,,,,,120.0,120.0,,,,,,,,,,,,,,,,,,5401.0,4862.0,10263.0,,,,,362.0,0,0,0,0,0,240.0,10263.0,,,,,,33.333333,,,,
2022-08-08,2022,8,0,349.78,187.59,131.42,30.77,7.57,3.42,1.88,5.6,4.74,2.9,118986.0,5379.0,,120.0,120.0,39.8,40.2,8.08,8.04,2461.0,18518.0,2847.0,18235.0,,,2.5,0.78,2.71,1.04,20437.0,23514.0,5166.0,5340.0,4881.0,10221.0,68.9,68.7,,,320.0,0,0,0,0,0,240.0,10221.0,68.8,7032.048,0.132898,0.156128,6.96,33.333333,0.87,1468.534483,,
2022-08-09,2022,8,1,294.68,184.8,91.76,18.12,7.82,2.98,1.71,5.66,5.01,3.14,140952.0,,,120.0,120.0,39.8,40.2,8.07,8.03,2713.0,18395.0,2576.0,18409.0,,,2.61,0.95,2.68,1.07,23641.0,26442.0,,5366.0,4958.0,10324.0,68.2,67.9,68.05,31.94,200.0,0,0,0,0,0,240.0,10324.0,68.05,7025.482,0.147486,0.139932,7.536,33.333333,0.942,1369.957537,,
2022-08-10,2022,8,2,286.61,133.67,130.43,22.51,7.74,3.34,2.16,5.52,5.12,3.54,153147.0,,,120.0,120.0,39.8,40.2,8.06,8.02,3011.0,18164.0,3207.0,18009.0,,,2.69,1.15,2.75,1.21,26095.0,25783.0,,5412.0,4881.0,10293.0,67.3,67.1,67.2,32.79,302.0,0,0,0,0,0,240.0,10293.0,67.2,6916.896,0.165767,0.178078,8.496,33.333333,1.062,1211.511299,,
2022-08-11,2022,8,3,335.97,166.14,155.5,14.33,7.76,3.47,2.04,5.77,5.04,3.05,142366.0,,,120.0,120.0,39.8,40.2,8.06,8.01,2637.0,18449.0,3075.0,18194.0,,,2.59,0.98,2.67,1.03,21073.0,25968.0,,5511.0,4910.0,10421.0,67.4,67.2,67.3,32.69,147.0,0,0,0,0,0,240.0,10421.0,67.3,7013.333,0.142935,0.169012,7.32,33.333333,0.915,1423.63388,,
2022-08-12,2022,8,4,128.05,110.14,0.0,17.91,7.9,2.86,1.95,5.73,5.61,3.99,158835.0,,,114.0,114.0,39.8,40.2,8.08,8.03,3261.0,18208.0,3494.0,18372.0,,,2.72,1.19,2.88,1.27,23644.0,29861.0,,5425.0,4879.0,10304.0,67.9,67.7,67.8,32.19,269.0,0,0,0,0,0,228.0,10304.0,67.8,6986.112,0.179097,0.190181,9.0972,35.087719,1.13715,1132.656202,,
2022-08-13,2022,8,5,311.3,109.87,177.54,23.89,,,,,,,,,,108.0,108.0,,,,,,,,,,,,,,,,,,5339.0,4764.0,10103.0,,,,99.99,256.0,0,0,0,0,0,216.0,10103.0,,,,,,37.037037,,,,
2022-08-14,2022,8,6,0.0,0.0,0.0,0.0,,,,,,,,,,96.0,96.0,,,,,,,,,,,,,,,,,,5026.0,4527.0,9553.0,,,,,298.0,0,0,0,0,0,192.0,9553.0,,,,,,41.666667,,,,
2022-08-15,2022,8,0,327.88,134.05,163.71,30.12,,,,,,,,,,96.0,96.0,,,,,,,,,,,,,,,,,,4795.0,4322.0,9117.0,,,,,206.0,0,0,0,0,0,192.0,9117.0,,,,,,41.666667,,,,
2022-08-16,2022,8,1,224.48,209.23,0.0,15.25,7.69,2.53,1.51,5.82,4.89,3.03,112511.0,4176.0,,90.0,90.0,39.8,40.2,8.16,8.09,2863.0,18639.0,3341.0,18175.0,,,2.77,1.16,2.84,1.25,30902.0,27498.0,5320.0,4322.0,4182.0,8504.0,68.4,68.2,,,0.0,0,0,0,0,0,180.0,8504.0,68.3,5808.232,0.153603,0.183824,5.454,44.444444,0.68175,1559.222589,,
2022-08-17,2022,8,2,204.39,181.08,0.0,23.31,8.09,2.83,1.02,5.74,4.69,2.78,105736.0,,,84.0,84.0,,,8.14,8.08,2569.0,18348.0,2837.0,18331.0,,,2.51,0.94,2.48,0.91,28495.0,25952.0,,4005.0,3906.0,7911.0,68.6,68.5,68.55,31.44,0.0,0,0,0,0,0,168.0,7911.0,68.55,5422.9905,0.140015,0.154765,4.6704,47.619048,0.5838,1693.859198,,
2022-08-18,2022,8,3,145.85,129.24,0.0,16.61,8.15,2.66,1.3,5.9,5.05,3.24,140404.0,,,90.0,90.0,,,8.13,8.08,2763.0,18218.0,3052.0,17895.0,,,2.72,1.14,2.71,1.09,26230.0,25975.0,,3998.0,3835.0,7833.0,69.1,68.9,69.0,30.99,93.0,0,0,0,0,0,180.0,7833.0,69.0,5404.77,0.151663,0.17055,5.832,44.444444,0.729,1343.106996,,
