date,year,Y_COD,A1_dev_pct,A2,A3_z,FAN_A_mgL,A4_FAN_ratio,n_acute,acute_grade,C1_burden_sm,chronic_phase
2020-01-09,2020,0.3331184823265589,7.70681239297335,False,0.12656180529034874,,,0,정상,5.725971370143146,경계
2020-01-10,2020,0.2978689322224701,-3.3638437536320676,False,0.2575176955558718,,,0,정상,5.725971370143146,경계
2020-01-11,2020,,,False,0.5080999124024157,,,0,정상,6.01354805725971,경계
2020-01-12,2020,,,False,0.20888558362077086,,,0,정상,5.725971370143146,경계
2020-01-13,2020,0.3033775164766873,-1.5767207908074732,False,-0.8046425998520013,258.878822,0.6728875553252261,0,정상,5.342535787321056,경계
2020-01-14,2020,0.324413613447697,4.797725745653136,False,0.18560224940330497,,,0,정상,4.959100204498967,정상
2020-01-15,2020,0.32210206998978924,3.90441962827881,False,0.06461228994512734,,,0,정상,4.959100204498967,정상
2020-01-16,2020,0.30737745671194033,-0.8454796720710367,False,0.1572883525945089,,,0,정상,4.959100204498967,정상
2020-01-17,2020,0.3485886818069613,12.391358392673958,False,-0.11880734078377665,,,0,정상,4.959100204498967,정상
2020-01-18,2020,,,False,-0.21322310034403813,,,0,정상,4.802530674846617,정상
2020-01-19,2020,,,False,-0.2958451357780287,,,0,정상,4.645961145194266,정상
2020-01-20,2020,,,False,-0.19552182126149292,,,0,정상,4.645961145194266,정상
2020-01-21,2020,0.27231261444074173,-12.032844793538288,False,0.2977028320282439,277.632699,0.7419258703834514,0,정상,4.572469325153373,정상
2020-01-22,2020,0.31628733375245716,2.02868876429938,False,0.24378823264150776,,,0,정상,4.176252556237225,정상
2020-01-23,2020,,,False,0.004308626262329516,,,0,정상,3.4956543967280207,정상
2020-01-24,2020,,,False,0.26835709535700947,,,0,정상,3.1377811860940685,정상
2020-01-25,2020,,,False,0.12221497871399443,,,0,정상,3.054703476482612,정상
2020-01-26,2020,,,False,-0.014954849768771886,,,0,정상,3.054703476482612,정상
2020-01-27,2020,,,False,-0.24974719506889145,,,0,정상,3.054703476482612,정상
2020-01-28,2020,0.3218141432193299,3.5292252037331995,False,-0.33304560922569404,262.609262,0.7017783063086017,0,정상,2.9716257668711554,정상
2020-01-29,2020,0.3393298953156506,9.099968545951654,False,0.09767927004311246,,,0,정상,2.862985685071573,정상
2020-01-30,2020,0.3343758463769424,7.50716286967783,False,0.23616256825901874,,,0,정상,2.7543456032719904,정상
2020-01-31,2020,0.3434920369383292,10.361643678695387,False,0.02351580504540038,,,0,정상,2.4028629856850614,정상
2020-02-01,2020,,,False,-0.5632854484137261,,,0,정상,2.1632157464212654,정상
2020-02-02,2020,,,False,-0.42603129424640085,,,0,정상,1.9235685071574693,정상
2020-02-03,2020,0.2924946462600137,-5.958310342381024,False,-0.2598204297857741,316.929992,0.8864770615824131,0,정상,2.1632157464212654,정상
2020-02-04,2020,0.33439221041119105,7.4379316134102424,False,-0.3868999626554732,,,0,정상,2.4028629856850614,정상
2020-02-05,2020,0.3251127256549236,4.384171517697211,False,-0.1333897939041625,,,0,정상,2.4028629856850614,정상
2020-02-06,2020,0.33028472676569415,5.998777572256597,False,-0.06548083374356004,,,0,정상,1.9235685071574693,정상
2020-02-07,2020,0.3194773602474005,2.2436422372174025,False,-0.08884611871436718,,,0,정상,1.776584867075659,정상
2020-02-08,2020,,,False,0.053762095350661766,,,0,정상,1.6775306748466279,정상
2020-02-09,2020,,,False,0.2164508904446594,,,0,정상,1.5784764826175968,정상
2020-02-10,2020,0.2653080230039367,-14.854294372262755,False,-0.40305899425961816,352.567529,1.0169317540326637,0,정상,1.6775306748466279,정상
2020-02-11,2020,0.3220745302811631,3.3638667802546873,False,-0.16784713768330314,,,0,정상,1.776584867075659,정상
2020-02-12,2020,0.2659533322429323,-14.610176539150999,False,-0.16914899030134267,,,0,정상,1.776584867075659,정상
2020-02-13,2020,0.30233678717895845,-2.928515069893023,False,-0.3785307590928169,,,0,정상,2.4028629856850614,정상
