origin_idx,h,fold,y_true,pred_HistGBM,pred_RandomForest,pred_ExtraTrees,pred_ElasticNet,pred_BayesianRidge,pred_kNN,pred_FlowConc,pred_Naive,pred_SeasonalNaive,pred_FlowAnchor,pred_Stack
730,30,0,8599.183,7575.794646093079,7802.363742803944,7602.428117605624,7457.09130859375,6786.4443359375,8360.685777350836,6013.9990682415655,9444.4905,8138.304583333333,9444.4905,7976.5356529385635
730,33,0,7588.6215,7264.119539844738,7754.207458539396,7138.690180237569,7458.36181640625,6794.0517578125,8349.51981692783,5762.476708319549,9444.4905,8138.304583333333,9444.4905,7725.963624570653
730,34,0,7426.011,6986.036061605367,7739.014736655628,7052.314936498405,7458.78515625,6796.58740234375,8349.319485613907,5621.040561845897,9444.4905,8138.304583333333,9444.4905,7679.833517959218
730,35,0,7664.223,6661.671540693713,7482.866064528644,6998.1614404339225,7459.20849609375,6799.123046875,8328.091562135965,5097.809060984691,9444.4905,8138.304583333333,9444.4905,7645.294418661461
730,36,0,7850.9895,6785.475773938506,7424.228162918528,6940.681882347217,7459.6318359375,6801.65869140625,8322.51460678862,5528.173350668405,9444.4905,8138.304583333333,9444.4905,7613.167902265997
730,37,0,7886.0405,6915.464409005977,7403.32040448781,6881.268541679552,7460.0556640625,6804.1943359375,8432.00114584328,5803.609697208399,9444.4905,8138.304583333333,9444.4905,7610.813392903802
730,40,0,7854.357,5739.091787531266,7488.638743353006,6862.459285876726,7461.32568359375,6811.8017578125,8204.808084015918,5935.747396697003,9444.4905,8138.304583333333,9444.4905,7540.1936163095625
730,41,0,7712.474,5145.522096576279,7429.7542415385215,6757.734360498847,7461.7490234375,6814.3369140625,7851.571152875141,5466.4707067011905,9444.4905,8138.304583333333,9444.4905,7389.739656932248
730,42,0,7570.785,5078.586592127447,7032.041344445806,6712.657037721431,7462.17236328125,6816.873046875,7483.221396043456,5508.263965375434,9444.4905,8138.304583333333,9444.4905,7267.117775642097
730,43,0,7178.675,4252.1590515245425,6776.5625814274545,6586.035586301789,7462.59619140625,6819.40869140625,7482.325288247418,4887.703258774039,9444.4905,8138.304583333333,9444.4905,7199.292183943808
730,44,0,7439.718,3615.0683846760285,6430.400312596437,6284.510564628176,7463.01953125,6821.9443359375,7482.00000891859,4387.771026781937,9444.4905,8138.304583333333,9444.4905,7038.143672689952
730,47,0,7648.032,2874.4012130810574,5585.534058421337,5796.434462542903,7464.28955078125,6829.5517578125,7459.96856833396,4173.812842132947,9444.4905,8138.304583333333,9444.4905,6771.655318846659
730,48,0,7190.31,2744.199276380046,5402.953368729866,5726.854219087735,7464.712890625,6832.08740234375,7459.652774903126,3869.7568402269285,9444.4905,8138.304583333333,9444.4905,6734.470243846541
730,49,0,7254.036,2664.653946114318,5399.2794420046675,5749.971243171315,7465.13671875,6834.623046875,7459.337416457368,3307.8930927740093,9444.4905,8138.304583333333,9444.4905,6746.826577219314
730,50,0,7103.34,2461.1275459920894,5221.36190456816,5795.7323486587475,7465.56005859375,6837.15869140625,7459.022623044878,3359.770364710077,9444.4905,8138.304583333333,9444.4905,6771.284964264171
730,51,0,7119.453,2282.3106562376333,5158.414218163895,5804.045120049123,7465.9833984375,6839.6943359375,7458.708422495084,3414.2475376311136,9444.4905,8138.304583333333,9444.4905,6775.729569182002
730,54,0,9090.4155,2154.699037282228,5106.959200631653,5872.149117017101,7467.25341796875,6847.3017578125,7098.541032881053,3545.7545876539875,9444.4905,8138.304583333333,9444.4905,6715.959174414728
730,55,0,9862.52,2134.495822596653,5130.43568434197,5891.5001371138615,7467.6767578125,6849.8369140625,7098.204216651574,3632.2483331577014,9444.4905,8138.304583333333,9444.4905,6726.297010723191
730,56,0,9218.7795,2340.747900599266,5140.454168754175,5908.057611598983,7468.1005859375,6852.373046875,7097.868358534092,3649.2277745640567,9444.4905,8138.304583333333,9444.4905,6735.142171923716
730,57,0,8188.413,2498.311670062742,5079.06861045394,5992.7422134660455,7468.52392578125,6854.90869140625,7112.324256335653,3590.364696835396,9444.4905,8138.304583333333,9444.4905,6784.357383002058
730,58,0,7556.1575,2561.5166749647283,5068.272185188066,5981.407134876761,7468.947265625,6857.4443359375,7112.015845527675,2936.153829538862,9444.4905,8138.304583333333,9444.4905,6778.302913140052
731,32,0,7588.6215,7278.18889154268,7825.429785592668,7154.03219280187,7441.7373046875,6696.86572265625,8204.924390700418,5662.133179884848,9478.6615,8213.820466666666,9478.6615,7695.825808612579
731,33,0,7426.011,7261.726460528294,7803.147952537111,7063.57140104691,7442.16064453125,6699.4013671875,8204.835249849457,5593.638607267742,9478.6615,8213.820466666666,9478.6615,7647.541984475497
731,34,0,7664.223,6956.778392431412,7791.8659523520855,6974.625298083119,7442.583984375,6701.9375,8204.746055778944,5476.249038723963,9478.6615,8213.820466666666,9478.6615,7600.067669639673
731,35,0,7850.9895,6629.390874152105,7626.489138548019,6935.704182029056,7443.0078125,6704.47265625,8204.656843696785,5027.166095505465,9478.6615,8213.820466666666,9478.6615,7579.328785401398
731,36,0,7886.0405,6763.087563493252,7493.465136897229,6851.298443364571,7443.43115234375,6707.0087890625,8005.15197611684,5474.032755283717,9478.6615,8213.820466666666,9478.6615,7480.892305414382
731,39,0,7854.357,5871.698956759773,7381.49451167551,6670.483543368285,7444.701171875,6714.61572265625,7819.108147593894,5410.5284002056,9478.6615,8213.820466666666,9478.6615,7334.706703227685
731,40,0,7712.474,5775.126919910982,7513.728099747432,6601.911115354893,7445.12451171875,6717.1513671875,7818.7354122819415,5916.547348388499,9478.6615,8213.820466666666,9478.6615,7298.045001731791
731,41,0,7570.785,5145.406018672897,7337.285529753383,6528.057217740875,7445.5478515625,6719.68701171875,7636.170573762093,5437.969749027655,9478.6615,8213.820466666666,9478.6615,7209.783134639952
731,42,0,7178.675,5104.780075374355,7022.512540936912,6523.872635359289,7445.9716796875,6722.22265625,7635.849395082233,5474.626448467774,9478.6615,8213.820466666666,9478.6615,7207.546800458123
731,43,0,7439.718,4139.115840285826,6744.714584282152,6374.386699404922,7446.39501953125,6724.7587890625,7635.528188882294,4963.82908247976,9478.6615,8213.820466666666,9478.6615,7127.655375675261
731,46,0,7648.032,2921.7191131857185,5601.964246513305,5842.909844120985,7447.6650390625,6732.36572265625,7634.565471452569,4159.371165007128,9478.6615,8213.820466666666,9478.6615,6843.612491638807
731,47,0,7190.31,2897.8846632733594,5430.0594191437585,5691.913057044914,7448.08837890625,6734.9013671875,7634.245185251417,4123.677914791766,9478.6615,8213.820466666666,9478.6615,6762.913840623383
731,48,0,7254.036,2659.6471970316966,5274.7786032310605,5657.191197589035,7448.51220703125,6737.43701171875,7633.92536224874,3728.955250138352,9478.6615,8213.820466666666,9478.6615,6744.357483668644
